timestamp,day,slot,batch_id,dispatched_kl15,received_kl15,transit_loss_kl15,temp_c,density_15c
2026-04-22 14:00:00,111,1,B1111,338.126,337.256,0.8699,34.25,833.86
2026-04-22 22:00:00,111,2,B1112,148.573,148.076,0.4971,28.3,833.44
2026-04-23 06:00:00,112,0,B1120,235.778,235.065,0.7133,25.64,829.45
2026-04-23 14:00:00,112,1,B1121,259.627,258.746,0.8811,33.24,833.07
2026-04-23 22:00:00,112,2,B1122,210.882,210.379,0.5035,28.22,835.65
2026-04-24 06:00:00,113,0,B1130,276.368,275.645,0.7224,26.87,835.19
2026-04-24 14:00:00,113,1,B1131,346.853,345.96,0.8924,32.84,831.84
2026-04-24 22:00:00,113,2,B1132,166.158,165.648,0.51,28.78,834.1
2026-04-25 06:00:00,114,0,B1140,260.887,260.156,0.7317,27.87,827.27
2026-04-25 14:00:00,114,1,B1141,250.483,249.579,0.9039,32.77,829.81
2026-04-25 22:00:00,114,2,B1142,182.297,181.781,0.5165,29.29,833.35
2026-04-26 06:00:00,115,0,B1150,222.712,221.97,0.7412,25.56,829.88
2026-04-26 14:00:00,115,1,B1151,282.169,281.253,0.9156,33.03,832.75
2026-04-26 22:00:00,115,2,B1152,144.724,144.2,0.5232,29.71,834.36
2026-04-27 06:00:00,116,0,B1160,282.073,281.323,0.7508,27.18,832.86
2026-04-27 14:00:00,116,1,B1161,277.681,276.753,0.9274,33.84,829.92
2026-04-27 22:00:00,116,2,B1162,166.594,166.064,0.53,29.7,830.95
2026-04-28 06:00:00,117,0,B1170,247.306,246.545,0.7605,28.27,832.89
2026-04-28 14:00:00,117,1,B1171,367.154,366.215,0.9395,33.04,833.72
2026-04-28 22:00:00,117,2,B1172,141.906,141.37,0.5368,28.89,829.41
2026-04-29 06:00:00,118,0,B1180,297.323,293.455,3.8676,27.16,831.92
2026-04-29 14:00:00,118,1,B1181,329.964,329.012,0.9516,34.36,832.68
2026-04-29 22:00:00,118,2,B1182,188.475,187.931,0.5438,28.14,832.88
2026-04-30 06:00:00,119,0,B1190,230.121,229.341,0.7804,28.03,834.22
2026-04-30 14:00:00,119,1,B1191,336.879,335.915,0.964,33.47,836.5
2026-04-30 22:00:00,119,2,B1192,117.754,117.203,0.5508,28.8,831.38
2026-05-01 06:00:00,120,0,B1200,255.473,254.682,0.7905,27.87,828.05
2026-05-01 14:00:00,120,1,B1201,264.114,263.138,0.9765,33.35,829.63
2026-05-01 22:00:00,120,2,B1202,199.638,196.175,3.4636,29.19,830.78
2026-05-02 06:00:00,121,0,B1210,221.678,220.877,0.8008,27.67,833.52
2026-05-02 14:00:00,121,1,B1211,324.766,323.776,0.9892,34.35,832.66
2026-05-02 22:00:00,121,2,B1212,152.524,148.959,3.5646,26.67,832.64
2026-05-03 06:00:00,122,0,B1220,214.639,213.828,0.8112,27.05,834.23
2026-05-03 14:00:00,122,1,B1221,278.166,277.164,1.002,34.64,835.27
2026-05-03 22:00:00,122,2,B1222,175.948,175.376,0.5726,28.79,831.78
2026-05-04 06:00:00,123,0,B1230,273.648,272.826,0.8217,26.78,834.06
2026-05-04 14:00:00,123,1,B1231,352.294,351.279,1.0151,32.97,832.35
2026-05-04 22:00:00,123,2,B1232,98.023,97.443,0.58,30.31,829.02
2026-05-05 06:00:00,124,0,B1240,171.836,171.004,0.8324,27.98,831.47
2026-05-05 14:00:00,124,1,B1241,275.253,274.225,1.0282,33.13,828.04
2026-05-05 22:00:00,124,2,B1242,187.844,187.256,0.5876,29.07,834.64
2026-05-06 06:00:00,125,0,B1250,215.689,214.845,0.8432,26.86,835.46
2026-05-06 14:00:00,125,1,B1251,243.106,242.064,1.0416,33.18,827.74
2026-05-06 22:00:00,125,2,B1252,177.805,177.21,0.5952,29.36,833.32
2026-05-07 06:00:00,126,0,B1260,260.123,259.269,0.8541,27.5,825.91
2026-05-07 14:00:00,126,1,B1261,258.092,257.037,1.0551,33.96,836.82
2026-05-07 22:00:00,126,2,B1262,148.16,147.557,0.6029,29.06,828.07
2026-05-08 06:00:00,127,0,B1270,212.842,211.977,0.8652,26.89,834.97
2026-05-08 14:00:00,127,1,B1271,291.695,288.257,3.4381,34.41,833.57
2026-05-08 22:00:00,127,2,B1272,167.088,166.477,0.6108,30.35,835.65
2026-05-09 06:00:00,128,0,B1280,182.358,181.481,0.8765,26.54,830.47
2026-05-09 14:00:00,128,1,B1281,275.205,274.122,1.0827,34.42,835.3
2026-05-09 22:00:00,128,2,B1282,149.217,148.598,0.6187,29.52,831.61
2026-05-10 06:00:00,129,0,B1290,217.905,217.017,0.8878,27.1,827.9
2026-05-10 14:00:00,129,1,B1291,307.237,306.14,1.0967,35.31,828.17
2026-05-10 22:00:00,129,2,B1292,161.815,161.188,0.6267,29.71,834.21
2026-05-11 06:00:00,130,0,B1300,231.754,230.855,0.8993,28.33,830.69
2026-05-11 14:00:00,130,1,B1301,269.962,268.851,1.1109,34.91,826.69
2026-05-11 22:00:00,130,2,B1302,182.264,181.629,0.6348,27.52,832.54
2026-05-12 06:00:00,131,0,B1310,226.291,225.38,0.9109,28.44,831.14
2026-05-12 14:00:00,131,1,B1311,269.661,265.262,4.3998,35.79,835.81
2026-05-12 22:00:00,131,2,B1312,124.525,123.882,0.643,30.07,833.09
2026-05-13 06:00:00,132,0,B1320,213.398,212.475,0.9227,27.6,830.27
2026-05-13 14:00:00,132,1,B1321,339.302,338.162,1.1398,34.65,832.53
2026-05-13 22:00:00,132,2,B1322,184.5,183.848,0.6513,27.84,832.7
2026-05-14 06:00:00,133,0,B1330,218.433,217.498,0.9346,28.73,834.56
2026-05-14 14:00:00,133,1,B1331,253.948,252.793,1.1545,34.8,829.7
2026-05-14 22:00:00,133,2,B1332,193.239,188.566,4.6733,26.43,833.84
2026-05-15 06:00:00,134,0,B1340,261.714,260.768,0.9466,27.02,829.6
2026-05-15 14:00:00,134,1,B1341,338.158,336.988,1.1694,35.98,827.64
2026-05-15 22:00:00,134,2,B1342,195.716,195.048,0.6682,29.93,834.3
2026-05-16 06:00:00,135,0,B1350,272.895,271.936,0.9588,28.93,831.65
2026-05-16 14:00:00,135,1,B1351,333.922,332.737,1.1844,35.24,832.03
2026-05-16 22:00:00,135,2,B1352,155.677,155.0,0.6768,29.87,833.27
2026-05-17 06:00:00,136,0,B1360,172.932,171.961,0.9711,28.14,832.44
2026-05-17 14:00:00,136,1,B1361,274.72,273.521,1.1996,34.62,834.78
2026-05-17 22:00:00,136,2,B1362,180.11,179.425,0.6855,28.38,831.2
2026-05-18 06:00:00,137,0,B1370,266.555,265.572,0.9836,29.56,832.82
2026-05-18 14:00:00,137,1,B1371,295.272,294.057,1.215,33.71,831.36
2026-05-18 22:00:00,137,2,B1372,168.722,168.027,0.6943,28.38,833.03
2026-05-19 06:00:00,138,0,B1380,198.505,197.509,0.9961,28.87,834.41
2026-05-19 14:00:00,138,1,B1381,217.068,215.838,1.2305,35.14,832.33
2026-05-19 22:00:00,138,2,B1382,127.409,126.705,0.7032,31.16,832.19
2026-05-20 06:00:00,139,0,B1390,257.944,256.935,1.0088,30.92,830.74
2026-05-20 14:00:00,139,1,B1391,298.472,293.594,4.8783,33.6,834.7
2026-05-20 22:00:00,139,2,B1392,139.613,138.901,0.7121,29.81,832.96
2026-05-21 06:00:00,140,0,B1400,191.334,190.312,1.0217,28.3,833.22
2026-05-21 14:00:00,140,1,B1401,350.127,348.865,1.2621,36.05,835.06
2026-05-21 22:00:00,140,2,B1402,216.83,216.109,0.7212,30.17,833.05
2026-05-22 06:00:00,141,0,B1410,260.868,259.833,1.0347,29.16,835.84
2026-05-22 14:00:00,141,1,B1411,305.087,303.809,1.2781,35.5,829.03
2026-05-22 22:00:00,141,2,B1412,191.285,190.555,0.7304,28.96,830.4
2026-05-23 06:00:00,142,0,B1420,268.145,267.097,1.0478,27.96,830.24
2026-05-23 14:00:00,142,1,B1421,263.784,262.489,1.2944,35.38,829.28
2026-05-23 22:00:00,142,2,B1422,154.963,154.223,0.7396,32.84,828.9
2026-05-24 06:00:00,143,0,B1430,226.293,225.231,1.0611,27.95,826.5
2026-05-24 14:00:00,143,1,B1431,320.151,318.841,1.3107,35.16,833.49
2026-05-24 22:00:00,143,2,B1432,165.186,164.437,0.749,29.74,834.24
2026-05-25 06:00:00,144,0,B1440,246.131,245.057,1.0745,28.93,832.91
2026-05-25 14:00:00,144,1,B1441,273.171,271.844,1.3273,35.04,833.31
2026-05-25 22:00:00,144,2,B1442,173.268,172.509,0.7584,30.74,836.19
2026-05-26 06:00:00,145,0,B1450,257.633,256.545,1.088,28.52,828.08
2026-05-26 14:00:00,145,1,B1451,306.153,304.809,1.344,37.26,834.57
2026-05-26 22:00:00,145,2,B1452,156.697,155.929,0.768,30.76,831.23
2026-05-27 06:00:00,146,0,B1460,221.133,220.031,1.1017,28.33,829.01
2026-05-27 14:00:00,146,1,B1461,319.061,317.7,1.3609,36.28,832.26
2026-05-27 22:00:00,146,2,B1462,164.419,163.642,0.7776,30.22,838.65
2026-05-28 06:00:00,147,0,B1470,257.158,256.042,1.1155,28.19,833.03
2026-05-28 14:00:00,147,1,B1471,303.236,301.858,1.3779,34.75,830.24
2026-05-28 22:00:00,147,2,B1472,161.449,160.661,0.7874,30.9,830.99
2026-05-29 06:00:00,148,0,B1480,263.517,262.388,1.1294,28.87,832.41
2026-05-29 14:00:00,148,1,B1481,260.752,259.357,1.3952,36.58,830.82
2026-05-29 22:00:00,148,2,B1482,167.377,166.58,0.7972,29.73,832.22
2026-05-30 06:00:00,149,0,B1490,259.087,257.943,1.1435,29.35,831.21
2026-05-30 14:00:00,149,1,B1491,325.501,324.088,1.4125,35.05,833.86
2026-05-30 22:00:00,149,2,B1492,137.75,136.943,0.8072,30.28,831.91
2026-05-31 06:00:00,150,0,B1500,197.418,196.26,1.1577,28.76,831.89
2026-05-31 14:00:00,150,1,B1501,366.389,364.959,1.4301,36.38,833.72
2026-05-31 22:00:00,150,2,B1502,178.466,177.649,0.8172,30.33,836.99
2026-06-01 06:00:00,151,0,B1510,259.859,258.687,1.172,29.07,834.11
2026-06-01 14:00:00,151,1,B1511,259.36,257.912,1.4478,36.54,830.6
2026-06-01 22:00:00,151,2,B1512,165.156,164.329,0.8273,30.86,832.25
2026-06-02 06:00:00,152,0,B1520,228.504,227.318,1.1865,29.51,834.09
2026-06-02 14:00:00,152,1,B1521,323.225,321.759,1.4657,35.25,829.83
2026-06-02 22:00:00,152,2,B1522,173.449,172.611,0.8376,30.53,832.22
2026-06-03 06:00:00,153,0,B1530,209.055,207.854,1.2012,29.93,832.77
2026-06-03 14:00:00,153,1,B1531,301.934,300.45,1.4838,36.11,832.67
2026-06-03 22:00:00,153,2,B1532,167.794,166.946,0.8479,29.9,832.8
2026-06-04 06:00:00,154,0,B1540,268.967,267.751,1.2159,29.44,829.76
2026-06-04 14:00:00,154,1,B1541,308.269,306.767,1.502,35.09,829.73
2026-06-04 22:00:00,154,2,B1542,136.063,135.204,0.8583,30.95,831.13
2026-06-05 06:00:00,155,0,B1550,183.307,182.076,1.2308,28.25,829.56
2026-06-05 14:00:00,155,1,B1551,272.223,270.702,1.5204,34.14,832.75
2026-06-05 22:00:00,155,2,B1552,157.082,156.213,0.8688,31.1,834.02
2026-06-06 06:00:00,156,0,B1560,189.932,188.686,1.2458,28.65,833.27
2026-06-06 14:00:00,156,1,B1561,261.524,259.985,1.539,35.67,830.19
2026-06-06 22:00:00,156,2,B1562,164.813,163.933,0.8794,30.99,831.29
2026-06-07 06:00:00,157,0,B1570,266.492,265.231,1.261,29.6,830.14
2026-06-07 14:00:00,157,1,B1571,319.522,317.965,1.5577,35.73,827.79
2026-06-07 22:00:00,157,2,B1572,199.412,198.522,0.8901,29.87,830.31
2026-06-08 06:00:00,158,0,B1580,210.872,209.596,1.2763,28.73,834.15
2026-06-08 14:00:00,158,1,B1581,221.14,219.563,1.5766,37.77,830.98
2026-06-08 22:00:00,158,2,B1582,166.555,165.654,0.9009,30.81,834.23
2026-06-09 06:00:00,159,0,B1590,246.238,244.946,1.2917,29.13,834.82
2026-06-09 14:00:00,159,1,B1591,239.084,237.489,1.5957,36.55,827.28
2026-06-09 22:00:00,159,2,B1592,176.966,176.054,0.9118,33.12,831.17
2026-06-10 06:00:00,160,0,B1600,237.43,236.123,1.3073,29.61,831.03
2026-06-10 14:00:00,160,1,B1601,321.621,320.006,1.6149,35.32,830.66
2026-06-10 22:00:00,160,2,B1602,162.976,162.054,0.9228,31.46,833.68
2026-06-11 06:00:00,161,0,B1610,215.409,214.086,1.323,30.7,834.7
2026-06-11 14:00:00,161,1,B1611,264.757,263.122,1.6343,36.18,828.77
2026-06-11 22:00:00,161,2,B1612,157.333,156.399,0.9339,32.47,836.7
2026-06-12 06:00:00,162,0,B1620,309.554,308.215,1.3389,29.4,835.04
2026-06-12 14:00:00,162,1,B1621,255.505,253.851,1.6539,34.98,831.83
2026-06-12 22:00:00,162,2,B1622,172.077,171.132,0.9451,30.59,832.67
2026-06-13 06:00:00,163,0,B1630,248.843,247.488,1.3548,29.51,831.98
2026-06-13 14:00:00,163,1,B1631,282.236,280.563,1.6736,37.22,829.31
2026-06-13 22:00:00,163,2,B1632,138.459,137.502,0.9564,31.93,827.23
2026-06-14 06:00:00,164,0,B1640,268.907,267.536,1.3709,31.63,829.45
2026-06-14 14:00:00,164,1,B1641,334.68,332.987,1.6935,35.5,833.28
2026-06-14 22:00:00,164,2,B1642,137.268,136.3,0.9677,30.02,834.84
2026-06-15 06:00:00,165,0,B1650,271.762,270.375,1.3872,29.66,829.44
2026-06-15 14:00:00,165,1,B1651,294.17,292.456,1.7136,38.02,826.43
2026-06-15 22:00:00,165,2,B1652,170.188,169.209,0.9792,31.68,829.66
2026-06-16 06:00:00,166,0,B1660,259.067,257.664,1.4036,30.82,833.12
2026-06-16 14:00:00,166,1,B1661,335.868,334.134,1.7338,36.4,835.23
2026-06-16 22:00:00,166,2,B1662,181.274,180.284,0.9908,31.53,835.18
2026-06-17 06:00:00,167,0,B1670,246.75,245.33,1.4201,29.56,832.82
2026-06-17 14:00:00,167,1,B1671,294.08,292.325,1.7543,35.32,830.81
2026-06-17 22:00:00,167,2,B1672,181.545,180.542,1.0024,32.78,832.57
2026-06-18 06:00:00,168,0,B1680,216.992,215.555,1.4368,29.49,829.9
2026-06-18 14:00:00,168,1,B1681,255.614,253.839,1.7748,37.48,832.16
2026-06-18 22:00:00,168,2,B1682,131.912,130.897,1.0142,29.83,835.34
2026-06-19 06:00:00,169,0,B1690,195.616,194.162,1.4536,27.98,822.95
2026-06-19 14:00:00,169,1,B1691,295.458,293.662,1.7956,37.72,829.48
2026-06-19 22:00:00,169,2,B1692,167.663,166.637,1.026,29.45,836.66
2026-06-20 06:00:00,170,0,B1700,241.509,240.039,1.4705,31.82,833.8
2026-06-20 14:00:00,170,1,B1701,291.832,290.016,1.8165,36.71,834.24
2026-06-20 22:00:00,170,2,B1702,152.445,151.407,1.038,31.61,830.59
2026-06-21 06:00:00,171,0,B1710,253.373,251.885,1.4876,30.52,830.78
2026-06-21 14:00:00,171,1,B1711,241.136,239.298,1.8376,36.93,831.01
2026-06-21 22:00:00,171,2,B1712,139.701,138.651,1.05,31.79,836.32
2026-06-22 06:00:00,172,0,B1720,255.985,254.48,1.5048,30.84,830.7
2026-06-22 14:00:00,172,1,B1721,279.835,277.976,1.8588,36.59,827.28
2026-06-22 22:00:00,172,2,B1722,224.9,223.838,1.0622,32.44,830.48
2026-06-23 06:00:00,173,0,B1730,220.806,219.284,1.5221,29.76,830.39
2026-06-23 14:00:00,173,1,B1731,270.396,268.515,1.8803,35.26,831.15
2026-06-23 22:00:00,173,2,B1732,145.429,144.354,1.0744,31.26,831.41
2026-06-24 06:00:00,174,0,B1740,234.167,232.627,1.5396,29.72,827.14
2026-06-24 14:00:00,174,1,B1741,316.034,314.132,1.9018,36.9,832.58
2026-06-24 22:00:00,174,2,B1742,137.374,136.287,1.0868,32.95,830.86
2026-06-25 06:00:00,175,0,B1750,211.518,209.961,1.5572,29.51,832.38
2026-06-25 14:00:00,175,1,B1751,264.743,262.82,1.9236,36.85,829.01
2026-06-25 22:00:00,175,2,B1752,136.903,135.804,1.0992,33.01,832.44
2026-06-26 06:00:00,176,0,B1760,183.432,181.857,1.5749,30.92,828.66
2026-06-26 14:00:00,176,1,B1761,325.618,323.672,1.9455,37.06,830.51
2026-06-26 22:00:00,176,2,B1762,185.636,184.524,1.1117,33.27,831.21
2026-06-27 06:00:00,177,0,B1770,246.073,244.481,1.5928,29.62,830.06
2026-06-27 14:00:00,177,1,B1771,318.23,316.262,1.9676,37.24,831.77
2026-06-27 22:00:00,177,2,B1772,192.949,191.825,1.1244,32.58,831.39
2026-06-28 06:00:00,178,0,B1780,234.927,233.316,1.6109,30.61,829.13
2026-06-28 14:00:00,178,1,B1781,276.91,274.921,1.9899,36.3,830.08
2026-06-28 22:00:00,178,2,B1782,156.431,155.294,1.1371,31.23,835.93
2026-06-29 06:00:00,179,0,B1790,251.385,249.756,1.629,30.95,837.87
2026-06-29 14:00:00,179,1,B1791,310.423,308.411,2.0123,37.01,830.96
2026-06-29 22:00:00,179,2,B1792,154.698,153.548,1.1499,30.88,832.02
