day,slot,mechanism,location,kl15,note
49,1,evaporation,loading bays,0.003415,vapour displaced from road tankers
49,1,seepage,SEG-D,0.0013,quadratic growth from onset
49,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
49,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
49,2,evaporation,TK-03,0.000185,FREE VENT - PV valve missing/stuck open
49,2,evaporation,TK-04,0.001692,"PV valve, set 2.5 kPa"
49,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
49,2,evaporation,loading bays,0.001675,vapour displaced from road tankers
49,2,seepage,SEG-D,0.0008,quadratic growth from onset
50,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
50,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
50,0,evaporation,TK-03,0.00296,FREE VENT - PV valve missing/stuck open
50,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
50,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
50,0,evaporation,loading bays,0.001783,vapour displaced from road tankers
50,0,seepage,SEG-D,0.0017,quadratic growth from onset
50,1,evaporation,TK-03,0.000195,FREE VENT - PV valve missing/stuck open
50,1,evaporation,TK-05,0.004692,"PV valve, set 2.5 kPa"
50,1,evaporation,loading bays,0.004092,vapour displaced from road tankers
50,1,seepage,SEG-D,0.0021,quadratic growth from onset
50,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
50,2,evaporation,TK-02,0.001838,"PV valve, set 2.5 kPa"
50,2,evaporation,TK-03,0.000154,FREE VENT - PV valve missing/stuck open
50,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
50,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
50,2,evaporation,loading bays,0.001447,vapour displaced from road tankers
50,2,seepage,SEG-D,0.0012,quadratic growth from onset
51,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
51,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
51,0,evaporation,TK-03,0.000146,FREE VENT - PV valve missing/stuck open
51,0,evaporation,TK-04,0.002562,"PV valve, set 2.5 kPa"
51,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
51,0,evaporation,loading bays,0.002052,vapour displaced from road tankers
51,0,seepage,SEG-D,0.0024,quadratic growth from onset
51,1,evaporation,TK-01,0.003384,"PV valve, set 2.5 kPa"
51,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
51,1,evaporation,TK-03,0.000193,FREE VENT - PV valve missing/stuck open
51,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
51,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
51,1,evaporation,loading bays,0.003697,vapour displaced from road tankers
51,1,seepage,SEG-D,0.003,quadratic growth from onset
51,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
51,2,evaporation,TK-02,0.001696,"PV valve, set 2.5 kPa"
51,2,evaporation,TK-03,0.000154,FREE VENT - PV valve missing/stuck open
51,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
51,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
51,2,evaporation,loading bays,0.001532,vapour displaced from road tankers
51,2,seepage,SEG-D,0.0017,quadratic growth from onset
52,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
52,0,evaporation,TK-02,3e-06,"PV valve, set 2.5 kPa"
52,0,evaporation,TK-03,0.000154,FREE VENT - PV valve missing/stuck open
52,0,evaporation,TK-04,3e-06,"PV valve, set 2.5 kPa"
52,0,evaporation,TK-05,0.002236,"PV valve, set 2.5 kPa"
52,0,evaporation,loading bays,0.001838,vapour displaced from road tankers
52,0,seepage,SEG-D,0.0033,quadratic growth from onset
52,1,evaporation,TK-03,0.004677,FREE VENT - PV valve missing/stuck open
52,1,evaporation,loading bays,0.003577,vapour displaced from road tankers
52,1,seepage,SEG-D,0.0041,quadratic growth from onset
52,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
52,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
52,2,evaporation,TK-03,0.000142,FREE VENT - PV valve missing/stuck open
52,2,evaporation,TK-04,0.001512,"PV valve, set 2.5 kPa"
52,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
52,2,evaporation,loading bays,0.001553,vapour displaced from road tankers
52,2,seepage,SEG-D,0.0024,quadratic growth from onset
53,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
53,0,evaporation,TK-02,0.003056,"PV valve, set 2.5 kPa"
53,0,evaporation,TK-03,0.000141,FREE VENT - PV valve missing/stuck open
53,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
53,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
53,0,evaporation,loading bays,0.002367,vapour displaced from road tankers
53,0,seepage,SEG-D,0.0044,quadratic growth from onset
53,1,evaporation,TK-01,0.004719,"PV valve, set 2.5 kPa"
53,1,evaporation,TK-03,0.000184,FREE VENT - PV valve missing/stuck open
53,1,evaporation,loading bays,0.003306,vapour displaced from road tankers
53,1,seepage,SEG-D,0.0054,quadratic growth from onset
53,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
53,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
53,2,evaporation,TK-03,0.000158,FREE VENT - PV valve missing/stuck open
53,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
53,2,evaporation,TK-05,0.001819,"PV valve, set 2.5 kPa"
53,2,evaporation,loading bays,0.001655,vapour displaced from road tankers
53,2,seepage,SEG-D,0.0031,quadratic growth from onset
54,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
54,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
54,0,evaporation,TK-03,0.000146,FREE VENT - PV valve missing/stuck open
54,0,evaporation,TK-04,0.002049,"PV valve, set 2.5 kPa"
54,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
54,0,evaporation,loading bays,0.002068,vapour displaced from road tankers
54,0,seepage,SEG-D,0.0055,quadratic growth from onset
54,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
54,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
54,1,evaporation,TK-03,0.000202,FREE VENT - PV valve missing/stuck open
54,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
54,1,evaporation,TK-05,0.003577,"PV valve, set 2.5 kPa"
54,1,evaporation,loading bays,0.003394,vapour displaced from road tankers
54,1,seepage,SEG-D,0.0068,quadratic growth from onset
54,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
54,2,evaporation,TK-02,0.001862,"PV valve, set 2.5 kPa"
54,2,evaporation,TK-03,0.000171,FREE VENT - PV valve missing/stuck open
54,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
54,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
54,2,evaporation,loading bays,0.001882,vapour displaced from road tankers
54,2,seepage,SEG-D,0.0039,quadratic growth from onset
55,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
55,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
55,0,evaporation,TK-03,0.000159,FREE VENT - PV valve missing/stuck open
55,0,evaporation,TK-04,0.0025,"PV valve, set 2.5 kPa"
55,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
55,0,evaporation,loading bays,0.001566,vapour displaced from road tankers
55,0,seepage,SEG-D,0.0068,quadratic growth from onset
55,1,evaporation,TK-03,0.003453,FREE VENT - PV valve missing/stuck open
55,1,evaporation,loading bays,0.00311,vapour displaced from road tankers
55,1,seepage,SEG-D,0.0084,quadratic growth from onset
55,2,evaporation,TK-01,0.002048,"PV valve, set 2.5 kPa"
55,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
55,2,evaporation,TK-03,0.000146,FREE VENT - PV valve missing/stuck open
55,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
55,2,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
55,2,evaporation,loading bays,0.001592,vapour displaced from road tankers
55,2,seepage,SEG-D,0.0048,quadratic growth from onset
56,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
56,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
56,0,evaporation,TK-03,0.00015,FREE VENT - PV valve missing/stuck open
56,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
56,0,evaporation,TK-05,0.002577,"PV valve, set 2.5 kPa"
56,0,evaporation,loading bays,0.00217,vapour displaced from road tankers
56,0,seepage,SEG-D,0.0082,quadratic growth from onset
56,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
56,1,evaporation,TK-02,0.003879,"PV valve, set 2.5 kPa"
56,1,evaporation,TK-03,0.000192,FREE VENT - PV valve missing/stuck open
56,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
56,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
56,1,evaporation,loading bays,0.002897,vapour displaced from road tankers
56,1,seepage,SEG-D,0.0102,quadratic growth from onset
56,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
56,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
56,2,evaporation,TK-03,0.000169,FREE VENT - PV valve missing/stuck open
56,2,evaporation,TK-04,0.001837,"PV valve, set 2.5 kPa"
56,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
56,2,evaporation,loading bays,0.001617,vapour displaced from road tankers
56,2,seepage,SEG-D,0.0058,quadratic growth from onset
57,0,evaporation,TK-01,0.002539,"PV valve, set 2.5 kPa"
57,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
57,0,evaporation,TK-03,0.000159,FREE VENT - PV valve missing/stuck open
57,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
57,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
57,0,evaporation,loading bays,0.001987,vapour displaced from road tankers
57,0,seepage,SEG-D,0.0098,quadratic growth from onset
57,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
57,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
57,1,evaporation,TK-03,0.000209,FREE VENT - PV valve missing/stuck open
57,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
57,1,evaporation,TK-05,0.00394,"PV valve, set 2.5 kPa"
57,1,evaporation,loading bays,0.002762,vapour displaced from road tankers
57,1,seepage,SEG-D,0.0121,quadratic growth from onset
57,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
57,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
57,2,evaporation,TK-03,0.002143,FREE VENT - PV valve missing/stuck open
57,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
57,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
57,2,evaporation,loading bays,0.001368,vapour displaced from road tankers
57,2,seepage,SEG-D,0.0069,quadratic growth from onset
58,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
58,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
58,0,evaporation,TK-03,0.000146,FREE VENT - PV valve missing/stuck open
58,0,evaporation,TK-04,0.002985,"PV valve, set 2.5 kPa"
58,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
58,0,evaporation,loading bays,0.001927,vapour displaced from road tankers
58,0,seepage,SEG-D,0.0115,quadratic growth from onset
58,1,evaporation,TK-02,0.004422,"PV valve, set 2.5 kPa"
58,1,evaporation,TK-03,0.00021,FREE VENT - PV valve missing/stuck open
58,1,evaporation,loading bays,0.003772,vapour displaced from road tankers
58,1,seepage,SEG-D,0.0142,quadratic growth from onset
58,2,evaporation,TK-01,0.00203,"PV valve, set 2.5 kPa"
58,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
58,2,evaporation,TK-03,0.000173,FREE VENT - PV valve missing/stuck open
58,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
58,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
58,2,evaporation,loading bays,0.001637,vapour displaced from road tankers
58,2,seepage,SEG-D,0.0081,quadratic growth from onset
59,0,evaporation,TK-01,3e-06,"PV valve, set 2.5 kPa"
59,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
59,0,evaporation,TK-03,0.000153,FREE VENT - PV valve missing/stuck open
59,0,evaporation,TK-04,3e-06,"PV valve, set 2.5 kPa"
59,0,evaporation,TK-05,0.001929,"PV valve, set 2.5 kPa"
59,0,evaporation,loading bays,0.001609,vapour displaced from road tankers
59,0,seepage,SEG-D,0.0133,quadratic growth from onset
59,1,evaporation,TK-01,0.0,"PV valve, set 2.5 kPa"
59,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
59,1,evaporation,TK-03,0.004292,FREE VENT - PV valve missing/stuck open
59,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
59,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
59,1,evaporation,loading bays,0.003183,vapour displaced from road tankers
59,1,seepage,SEG-D,0.0165,quadratic growth from onset
59,2,evaporation,TK-01,0.002241,"PV valve, set 2.5 kPa"
59,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
59,2,evaporation,TK-03,0.000138,FREE VENT - PV valve missing/stuck open
59,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
59,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
59,2,evaporation,loading bays,0.001381,vapour displaced from road tankers
59,2,seepage,SEG-D,0.0094,quadratic growth from onset
60,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
60,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
60,0,evaporation,TK-03,0.000137,FREE VENT - PV valve missing/stuck open
60,0,evaporation,TK-04,0.002826,"PV valve, set 2.5 kPa"
60,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
60,0,evaporation,loading bays,0.002074,vapour displaced from road tankers
60,0,seepage,SEG-D,0.0153,quadratic growth from onset
60,1,evaporation,TK-03,0.000199,FREE VENT - PV valve missing/stuck open
60,1,evaporation,TK-05,0.004901,"PV valve, set 2.5 kPa"
60,1,evaporation,loading bays,0.003768,vapour displaced from road tankers
60,1,seepage,SEG-D,0.0189,quadratic growth from onset
60,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
60,2,evaporation,TK-02,0.001744,"PV valve, set 2.5 kPa"
60,2,evaporation,TK-03,0.000165,FREE VENT - PV valve missing/stuck open
60,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
60,2,evaporation,TK-05,1e-06,"PV valve, set 2.5 kPa"
60,2,evaporation,loading bays,0.001787,vapour displaced from road tankers
60,2,seepage,SEG-D,0.0108,quadratic growth from onset
61,0,evaporation,TK-01,0.00261,"PV valve, set 2.5 kPa"
61,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
61,0,evaporation,TK-03,0.000156,FREE VENT - PV valve missing/stuck open
61,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
61,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
61,0,evaporation,loading bays,0.002419,vapour displaced from road tankers
61,0,seepage,SEG-D,0.0174,quadratic growth from onset
61,1,evaporation,TK-02,0.003162,"PV valve, set 2.5 kPa"
61,1,evaporation,TK-03,0.000212,FREE VENT - PV valve missing/stuck open
61,1,evaporation,loading bays,0.003504,vapour displaced from road tankers
61,1,seepage,SEG-D,0.0215,quadratic growth from onset
61,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
61,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
61,2,evaporation,TK-03,0.000182,FREE VENT - PV valve missing/stuck open
61,2,evaporation,TK-04,0.002247,"PV valve, set 2.5 kPa"
61,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
61,2,evaporation,loading bays,0.001896,vapour displaced from road tankers
61,2,seepage,SEG-D,0.0123,quadratic growth from onset
62,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
62,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
62,0,evaporation,TK-03,0.000163,FREE VENT - PV valve missing/stuck open
62,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
62,0,evaporation,TK-05,0.002996,"PV valve, set 2.5 kPa"
62,0,evaporation,loading bays,0.001856,vapour displaced from road tankers
62,0,leakage,SEG-B,0.408,step change from onset
62,0,seepage,SEG-D,0.0197,quadratic growth from onset
62,1,evaporation,TK-03,0.005146,FREE VENT - PV valve missing/stuck open
62,1,evaporation,loading bays,0.004667,vapour displaced from road tankers
62,1,leakage,SEG-B,0.504,step change from onset
62,1,seepage,SEG-D,0.0243,quadratic growth from onset
62,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
62,2,evaporation,TK-02,0.001634,"PV valve, set 2.5 kPa"
62,2,evaporation,TK-03,0.000145,FREE VENT - PV valve missing/stuck open
62,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
62,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
62,2,evaporation,loading bays,0.001686,vapour displaced from road tankers
62,2,leakage,SEG-B,0.288,step change from onset
62,2,seepage,SEG-D,0.0139,quadratic growth from onset
63,0,evaporation,TK-01,0.002273,"PV valve, set 2.5 kPa"
63,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
63,0,evaporation,TK-03,0.000146,FREE VENT - PV valve missing/stuck open
63,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
63,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
63,0,evaporation,loading bays,0.002158,vapour displaced from road tankers
63,0,leakage,SEG-B,0.408,step change from onset
63,0,seepage,SEG-D,0.022,quadratic growth from onset
63,1,evaporation,TK-03,0.000201,FREE VENT - PV valve missing/stuck open
63,1,evaporation,TK-04,0.003915,"PV valve, set 2.5 kPa"
63,1,evaporation,loading bays,0.003597,vapour displaced from road tankers
63,1,leakage,SEG-B,0.504,step change from onset
63,1,seepage,SEG-D,0.0272,quadratic growth from onset
63,2,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
63,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
63,2,evaporation,TK-03,0.000162,FREE VENT - PV valve missing/stuck open
63,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
63,2,evaporation,TK-05,0.002038,"PV valve, set 2.5 kPa"
63,2,evaporation,loading bays,0.001461,vapour displaced from road tankers
63,2,leakage,SEG-B,0.288,step change from onset
63,2,seepage,SEG-D,0.0156,quadratic growth from onset
64,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
64,0,evaporation,TK-02,0.00259,"PV valve, set 2.5 kPa"
64,0,evaporation,TK-03,0.000155,FREE VENT - PV valve missing/stuck open
64,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
64,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
64,0,evaporation,loading bays,0.001899,vapour displaced from road tankers
64,0,leakage,SEG-B,0.408,step change from onset
64,0,seepage,SEG-D,0.0245,quadratic growth from onset
64,1,evaporation,TK-01,0.004835,"PV valve, set 2.5 kPa"
64,1,evaporation,TK-03,0.000223,FREE VENT - PV valve missing/stuck open
64,1,evaporation,loading bays,0.004166,vapour displaced from road tankers
64,1,leakage,SEG-B,0.504,step change from onset
64,1,seepage,SEG-D,0.0303,quadratic growth from onset
64,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
64,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
64,2,evaporation,TK-03,0.000178,FREE VENT - PV valve missing/stuck open
64,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
64,2,evaporation,TK-05,0.002202,"PV valve, set 2.5 kPa"
64,2,evaporation,loading bays,0.001436,vapour displaced from road tankers
64,2,leakage,SEG-B,0.288,step change from onset
64,2,seepage,SEG-D,0.0173,quadratic growth from onset
65,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
65,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
65,0,evaporation,TK-03,0.002215,FREE VENT - PV valve missing/stuck open
65,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
65,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
65,0,evaporation,loading bays,0.002101,vapour displaced from road tankers
65,0,leakage,SEG-B,0.408,step change from onset
65,0,seepage,SEG-D,0.0272,quadratic growth from onset
65,1,evaporation,TK-03,0.000193,FREE VENT - PV valve missing/stuck open
65,1,evaporation,TK-04,0.003717,"PV valve, set 2.5 kPa"
65,1,evaporation,loading bays,0.003637,vapour displaced from road tankers
65,1,leakage,SEG-B,0.504,step change from onset
65,1,seepage,SEG-D,0.0336,quadratic growth from onset
65,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
65,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
65,2,evaporation,TK-03,0.000164,FREE VENT - PV valve missing/stuck open
65,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
65,2,evaporation,TK-05,0.002055,"PV valve, set 2.5 kPa"
65,2,evaporation,loading bays,0.001523,vapour displaced from road tankers
65,2,leakage,SEG-B,0.288,step change from onset
65,2,seepage,SEG-D,0.0192,quadratic growth from onset
66,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
66,0,evaporation,TK-02,0.002736,"PV valve, set 2.5 kPa"
66,0,evaporation,TK-03,0.000161,FREE VENT - PV valve missing/stuck open
66,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
66,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
66,0,evaporation,loading bays,0.002347,vapour displaced from road tankers
66,0,leakage,SEG-B,0.408,step change from onset
66,0,seepage,SEG-D,0.03,quadratic growth from onset
66,1,evaporation,TK-01,0.003706,"PV valve, set 2.5 kPa"
66,1,evaporation,TK-03,0.000213,FREE VENT - PV valve missing/stuck open
66,1,evaporation,loading bays,0.003556,vapour displaced from road tankers
66,1,leakage,SEG-B,0.504,step change from onset
66,1,seepage,SEG-D,0.037,quadratic growth from onset
66,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
66,2,evaporation,TK-02,1e-06,"PV valve, set 2.5 kPa"
66,2,evaporation,TK-03,0.000191,FREE VENT - PV valve missing/stuck open
66,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
66,2,evaporation,TK-05,0.002217,"PV valve, set 2.5 kPa"
66,2,evaporation,loading bays,0.001981,vapour displaced from road tankers
66,2,leakage,SEG-B,0.288,step change from onset
66,2,seepage,SEG-D,0.0212,quadratic growth from onset
67,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
67,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
67,0,evaporation,TK-03,0.002744,FREE VENT - PV valve missing/stuck open
67,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
67,0,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
67,0,evaporation,loading bays,0.002141,vapour displaced from road tankers
67,0,leakage,SEG-B,0.408,step change from onset
67,0,seepage,SEG-D,0.0329,quadratic growth from onset
67,1,evaporation,TK-03,0.000195,FREE VENT - PV valve missing/stuck open
67,1,evaporation,TK-04,0.004136,"PV valve, set 2.5 kPa"
67,1,evaporation,loading bays,0.003479,vapour displaced from road tankers
67,1,leakage,SEG-B,0.504,step change from onset
67,1,seepage,SEG-D,0.0407,quadratic growth from onset
67,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
67,2,evaporation,TK-02,0.002102,"PV valve, set 2.5 kPa"
67,2,evaporation,TK-03,0.000167,FREE VENT - PV valve missing/stuck open
67,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
67,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
67,2,evaporation,loading bays,0.001693,vapour displaced from road tankers
67,2,leakage,SEG-B,0.288,step change from onset
67,2,seepage,SEG-D,0.0232,quadratic growth from onset
68,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
68,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
68,0,evaporation,TK-03,0.000163,FREE VENT - PV valve missing/stuck open
68,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
68,0,evaporation,TK-05,0.002441,"PV valve, set 2.5 kPa"
68,0,evaporation,loading bays,0.002187,vapour displaced from road tankers
68,0,leakage,SEG-B,0.408,step change from onset
68,0,seepage,SEG-D,0.036,quadratic growth from onset
68,1,evaporation,TK-01,0.004154,"PV valve, set 2.5 kPa"
68,1,evaporation,TK-02,0.0,"PV valve, set 2.5 kPa"
68,1,evaporation,TK-03,0.0002,FREE VENT - PV valve missing/stuck open
68,1,evaporation,TK-04,0.0,"PV valve, set 2.5 kPa"
68,1,evaporation,TK-05,0.0,"PV valve, set 2.5 kPa"
68,1,evaporation,loading bays,0.003666,vapour displaced from road tankers
68,1,leakage,SEG-B,0.504,step change from onset
68,1,seepage,SEG-D,0.0444,quadratic growth from onset
68,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
68,2,evaporation,TK-02,0.002266,"PV valve, set 2.5 kPa"
68,2,evaporation,TK-03,0.000177,FREE VENT - PV valve missing/stuck open
68,2,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
68,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
68,2,evaporation,loading bays,0.001732,vapour displaced from road tankers
68,2,leakage,SEG-B,0.288,step change from onset
68,2,seepage,SEG-D,0.0254,quadratic growth from onset
69,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
69,0,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
69,0,evaporation,TK-03,0.000175,FREE VENT - PV valve missing/stuck open
69,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
69,0,evaporation,TK-05,0.002318,"PV valve, set 2.5 kPa"
69,0,evaporation,loading bays,0.002023,vapour displaced from road tankers
69,0,leakage,SEG-B,0.408,step change from onset
69,0,seepage,SEG-D,0.0392,quadratic growth from onset
69,1,evaporation,TK-03,0.000224,FREE VENT - PV valve missing/stuck open
69,1,evaporation,TK-04,0.003145,"PV valve, set 2.5 kPa"
69,1,evaporation,loading bays,0.002891,vapour displaced from road tankers
69,1,leakage,SEG-B,0.504,step change from onset
69,1,seepage,SEG-D,0.0484,quadratic growth from onset
69,2,evaporation,TK-01,1e-06,"PV valve, set 2.5 kPa"
69,2,evaporation,TK-02,2e-06,"PV valve, set 2.5 kPa"
69,2,evaporation,TK-03,0.001759,FREE VENT - PV valve missing/stuck open
69,2,evaporation,TK-04,1e-06,"PV valve, set 2.5 kPa"
69,2,evaporation,TK-05,2e-06,"PV valve, set 2.5 kPa"
69,2,evaporation,loading bays,0.001774,vapour displaced from road tankers
69,2,leakage,SEG-B,0.288,step change from onset
69,2,seepage,SEG-D,0.0276,quadratic growth from onset
70,0,evaporation,TK-01,2e-06,"PV valve, set 2.5 kPa"
70,0,evaporation,TK-02,0.002012,"PV valve, set 2.5 kPa"
70,0,evaporation,TK-03,0.000166,FREE VENT - PV valve missing/stuck open
70,0,evaporation,TK-04,2e-06,"PV valve, set 2.5 kPa"
70,0,evaporation,TK-05,3e-06,"PV valve, set 2.5 kPa"
70,0,evaporation,loading bays,0.002182,vapour displaced from road tankers
