day,opening_net_kl15,receipts_net_kl15,deliveries_net_kl15,closing_net_kl15,opening_obs_kl,receipts_obs_kl,deliveries_obs_kl,closing_obs_kl,date,unaccounted_net_kl15,unaccounted_raw_kl,throughput_kl15,unaccounted_pct
141,13042.092,757.2393827064748,728.9547519588893,13069.534,13215.247,768.4291829804206,739.7077774202354,13231.437,2026-05-22,0.8426307475874637,12.531405560184794,728.9547519588893,0.11559438296040978
142,13069.534,686.8910486186923,738.8145140670032,13014.127,13231.437,697.0274770583246,750.0492785512457,13216.554,2026-05-23,3.483534551687626,-38.13880149291981,738.8145140670032,0.47150326440009593
143,13014.127,711.6300978651221,635.8968996379116,13089.843,13216.554,722.0215193300523,645.0308982168227,13254.636,2026-05-24,0.017198227209519246,38.908621113228946,635.8968996379116,0.002704562204865624
144,13089.843,692.5698549066342,687.6054262814763,13089.676,13254.636,702.6484994848447,697.5913325701497,13269.338,2026-05-25,5.13142862515997,-9.644833085303617,687.6054262814763,0.7462751789075297
145,13089.676,720.4841458309728,699.6092311913749,13104.351999999999,13269.338,731.6598908562648,710.3766745575393,13286.094,2026-05-26,6.198914639599025,4.527216298725762,699.6092311913749,0.8860538659621174
146,13104.351999999999,704.6132609935885,636.2173091225376,13171.041,13286.094,715.2558152186461,645.9984736021485,13342.787,2026-05-27,1.706951871050478,12.564341616496677,636.2173091225376,0.26829698698463317
147,13171.041,721.842404505303,741.3628231189319,13147.982,13342.787,732.2706497583724,752.1618977455918,13330.921,2026-05-28,3.5385813863704243,-8.025247987217881,741.3628231189319,0.4773076388540127
148,13147.982,691.646991280423,655.6575874747112,13182.208999999999,13330.921,702.011545420211,665.4152865016127,13353.472,2026-05-29,1.7624038057128928,14.045258918598847,655.6575874747112,0.26879942204296825
149,13182.208999999999,722.3375164430909,664.2352327115577,13233.348,13353.472,733.1604137284348,674.0714244068521,13414.696,2026-05-30,6.963283731531192,-2.1350106784157106,664.2352327115577,1.0483159261374166
150,13233.348,742.2727650318875,644.310708701291,13329.216,13414.696,753.9404823756962,654.3106689323644,13506.635,2026-05-31,2.0940563305957767,7.690813443330626,644.310708701291,0.32500722125458303
151,13329.216,684.3756191929391,686.029936909536,13322.186,13506.635,694.7768051084886,696.7825229222975,13504.738,2026-06-01,5.375682283403876,-0.10871781380956236,686.029936909536,0.7835929591674284
152,13322.186,725.1776345975655,640.634204093816,13404.061000000002,13504.738,736.2503944344344,650.4865654401063,13588.497,2026-06-02,2.668430503747004,2.0048289943279087,640.634204093816,0.41652950883593975
153,13404.061000000002,678.7826369808901,644.0462154509511,13435.838,13588.497,689.3874766417916,653.9957948658939,13608.599,2026-06-03,2.9594215299403004,15.289681775897407,644.0462154509511,0.4595045291692553
154,13435.838,713.2992130695711,720.8358194676514,13426.31,13608.599,723.9521803851678,731.6832106674341,13617.584,2026-06-04,1.9913936019202083,-16.71603028226673,720.8358194676514,0.27626174340099857
155,13426.31,612.611680766944,623.6515032770673,13407.645,13617.584,621.5717405246909,632.6578977098438,13591.323,2026-06-05,7.625177489875568,15.17484281484758,623.6515032770673,1.2226664170306603
156,13407.645,616.2690429685216,693.2489586116932,13330.818,13591.323,625.6745438912177,703.8565923599776,13518.695,2026-06-06,-0.1529156431715819,-5.554048468758992,693.2489586116932,-0.02205782515386856
157,13330.818,785.4265575981576,735.3602486487329,13373.111,13518.695,797.2057700019307,746.3740349133271,13546.935,2026-06-07,7.7733089494231535,22.591735088602945,735.3602486487329,1.05707494574354
158,13373.111,598.5667264216237,710.5745135377532,13259.765,13546.935,607.7302593032864,721.2890474956627,13441.993999999999,2026-06-08,1.338212883872984,-8.617788192375883,710.5745135377532,0.18832829750822241
159,13259.765,662.2882813833071,655.7845053900759,13263.303,13441.993999999999,672.6016878940168,666.3499414978018,13472.019,2026-06-09,2.9657759932306362,-23.773253603785633,655.7845053900759,0.45224856166226796
160,13263.303,722.0277303829196,669.5916844850087,13313.81,13472.019,733.1769322781182,679.8457390068806,13510.925,2026-06-10,1.9290458979103278,14.42519327123955,669.5916844850087,0.2880928695215176
161,13313.81,637.4990149949202,697.6334603616914,13246.795,13510.925,647.6674199837053,708.8559243091885,13442.064999999999,2026-06-11,6.880554633229622,7.671495674518155,697.6334603616914,0.9862707315762013
162,13246.795,737.1356043649301,726.9181140184495,13249.234,13442.064999999999,748.000926325615,737.8028842575209,13432.145,2026-06-12,7.7784903464798845,20.11804206809211,726.9181140184495,1.070064178684432
163,13249.234,669.5374909169551,715.7882629341782,13202.508,13432.145,680.239005009727,727.1599968000273,13396.143,2026-06-13,0.47522798277714173,-10.918991790298605,715.7882629341782,0.06639225695446228
164,13202.508,740.8554543043876,744.9462835880081,13191.211,13396.143,752.701892437125,756.4573602492603,13356.54,2026-06-14,7.206170716381166,35.847532187865,744.9462835880081,0.9673409848657669
165,13191.211,736.1196359675813,690.0914997154603,13236.717,13356.54,747.9108806250201,701.2771347084546,13430.059,2026-06-15,0.5221362521206174,-26.8852540834323,690.0914997154603,0.07566188720421937
166,13236.717,776.2094336808542,640.4761008941069,13362.472,13430.059,788.7180048213039,650.9977362748742,13560.678,2026-06-16,9.97833278674807,7.1012685464284,640.4761008941069,1.5579555229021476
167,13362.472,722.3740691977898,665.4413103243033,13418.220000000001,13560.678,733.6753801220525,675.80002809117,13629.549,2026-06-17,1.184758873483588,-10.995647969117272,665.4413103243033,0.17804107666627955
168,13418.220000000001,604.5175011059987,631.981186258661,13382.055,13629.549,614.2187464270276,642.0457714769909,13560.435,2026-06-18,8.701314847337926,41.28697495003871,631.981186258661,1.3768313102562204
169,13382.055,658.7363109694516,755.0716123154465,13283.908,13560.435,669.0395991662022,766.8925108119099,13455.678,2026-06-19,1.8116986540062499,6.9040883542929805,755.0716123154465,0.2399373283880491
170,13283.908,685.7869940322869,693.5564223241934,13273.747,13455.678,697.1637620585593,705.1991516328007,13475.615,2026-06-20,2.3915717080944887,-27.97238957424088,693.5564223241934,0.3448272744818707
171,13273.747,634.2098013004008,758.0991116171028,13144.023000000001,13475.615,644.3833427582952,770.4824330354545,13341.92,2026-06-21,5.834689683297256,7.595909722840588,758.0991116171028,0.769647344771486
172,13144.023000000001,760.7193072920469,738.0724362312926,13162.594000000001,13341.92,772.9043152251007,750.0252920435723,13363.646,2026-06-22,4.075871060755162,1.1530231815286243,738.0724362312926,0.5522318488910336
173,13162.594000000001,636.630935615025,662.543078840396,13132.306,13363.646,646.4577976952469,672.5987443146707,13321.945,2026-06-23,4.375856774629938,15.560053380575482,662.543078840396,0.6604637365299629
174,13132.306,687.575026293308,717.9692546769394,13099.297,13321.945,698.6780046681945,729.539510329664,13304.663,2026-06-24,2.614771616368671,-13.579505661469739,717.9692546769394,0.36418991472625456
175,13099.297,613.1644014129267,729.2496199276528,12977.236,13304.663,623.2163894047695,741.0277626799435,13182.286,2026-06-25,5.975781485274638,4.5656267248268705,729.2496199276528,0.8194425231058031
176,12977.236,694.6848935242966,657.5828629216148,13005.738,13182.286,706.5640132657643,668.595981011993,13212.66,2026-06-26,8.600030602681727,7.594032253771729,657.5828629216148,1.3078246237245492
177,13005.738,757.252556121886,700.4348090441378,13060.749,13212.66,769.6545128828064,711.9957223608214,13266.05,2026-06-27,1.8067470777477865,4.268790521984556,700.4348090441378,0.2579465004335521
178,13060.749,668.268781135343,667.4031008008851,13057.036,13266.05,678.7739320523458,677.9299177503316,13233.748,2026-06-28,4.578680334456294,33.14601430201401,667.4031008008851,0.6860442106070331
179,13057.036,716.5062676294544,676.4239832464305,13092.448,13233.748,728.1862907235545,687.4210467412972,13278.989,2026-06-29,4.670284383024409,-4.475756017742242,676.4239832464305,0.6904374325419153
