timestamp,day,slot,tank_id,vapour_space_m3,ullage_m,liquid_temp_c,diurnal_swing_c,vent_area_m2,pv_setting_kpa,tvp_kpa,standing_loss_kl,working_loss_kl,total_evap_kl
2026-02-05 06:00:00,35,0,TK-04,1501.27,4.779,21.12,7.1,0.09,2.5,0.2634,2e-06,0.0,2e-06
2026-02-05 06:00:00,35,0,TK-05,1822.63,4.795,21.12,7.1,0.11,2.5,0.2634,3e-06,0.002411,0.002413
2026-02-05 14:00:00,35,1,TK-01,1445.1,4.6,27.93,7.1,0.09,2.5,0.3637,0.0,0.0,0.0
2026-02-05 14:00:00,35,1,TK-02,1329.82,4.233,27.93,7.1,0.09,2.5,0.3637,0.0,0.004309,0.004309
2026-02-05 14:00:00,35,1,TK-03,1202.25,4.725,27.93,7.1,0.28,0.0,0.3637,0.000216,0.0,0.000216
2026-02-05 14:00:00,35,1,TK-04,1561.74,4.971,27.93,7.1,0.09,2.5,0.3637,0.0,0.0,0.0
2026-02-05 14:00:00,35,1,TK-05,1900.12,4.999,27.93,7.1,0.11,2.5,0.3637,0.0,0.0,0.0
2026-02-05 22:00:00,35,2,TK-01,1477.61,4.703,24.42,7.1,0.09,2.5,0.3085,1e-06,0.0,1e-06
2026-02-05 22:00:00,35,2,TK-02,1363.76,4.341,24.42,7.1,0.09,2.5,0.3085,1e-06,0.0,1e-06
2026-02-05 22:00:00,35,2,TK-03,1066.11,4.19,24.42,7.1,0.28,0.0,0.3085,0.000167,0.001881,0.002048
2026-02-05 22:00:00,35,2,TK-04,1592.82,5.07,24.42,7.1,0.09,2.5,0.3085,1e-06,0.0,1e-06
2026-02-05 22:00:00,35,2,TK-05,1939.93,5.103,24.42,7.1,0.11,2.5,0.3085,2e-06,0.0,2e-06
2026-02-06 06:00:00,36,0,TK-01,1530.36,4.871,22.09,7.1,0.09,2.5,0.276,2e-06,0.0,2e-06
2026-02-06 06:00:00,36,0,TK-02,1418.81,4.516,22.09,7.1,0.09,2.5,0.276,2e-06,0.0,2e-06
2026-02-06 06:00:00,36,0,TK-03,1106.33,4.348,22.09,7.1,0.28,0.0,0.276,0.000157,0.0,0.000157
2026-02-06 06:00:00,36,0,TK-04,1432.59,4.56,22.09,7.1,0.09,2.5,0.276,2e-06,0.002265,0.002267
2026-02-06 06:00:00,36,0,TK-05,2004.53,5.273,22.09,7.1,0.11,2.5,0.276,3e-06,0.0,3e-06
2026-02-06 14:00:00,36,1,TK-01,1588.34,5.056,27.33,7.1,0.09,2.5,0.3537,0.0,0.0,0.0
2026-02-06 14:00:00,36,1,TK-02,1479.33,4.709,27.33,7.1,0.09,2.5,0.3537,0.0,0.0,0.0
2026-02-06 14:00:00,36,1,TK-03,1150.55,4.521,27.33,7.1,0.28,0.0,0.3537,0.000202,0.0,0.000202
2026-02-06 14:00:00,36,1,TK-04,1492.79,4.752,27.33,7.1,0.09,2.5,0.3537,0.0,0.0,0.0
2026-02-06 14:00:00,36,1,TK-05,1834.07,4.825,27.33,7.1,0.11,2.5,0.3537,0.0,0.003279,0.003279
2026-02-06 22:00:00,36,2,TK-01,1432.39,4.559,22.99,7.1,0.09,2.5,0.2882,2e-06,0.002124,0.002126
2026-02-06 22:00:00,36,2,TK-02,1515.64,4.824,22.99,7.1,0.09,2.5,0.2882,2e-06,0.0,2e-06
2026-02-06 22:00:00,36,2,TK-03,1177.08,4.626,22.99,7.1,0.28,0.0,0.2882,0.000173,0.0,0.000173
2026-02-06 22:00:00,36,2,TK-04,1528.92,4.867,22.99,7.1,0.09,2.5,0.2882,2e-06,0.0,2e-06
2026-02-06 22:00:00,36,2,TK-05,1880.05,4.946,22.99,7.1,0.11,2.5,0.2882,2e-06,0.0,2e-06
2026-02-07 06:00:00,37,0,TK-01,1468.07,4.673,22.62,7.1,0.09,2.5,0.2831,2e-06,0.0,2e-06
2026-02-07 06:00:00,37,0,TK-02,1550.19,4.934,22.62,7.1,0.09,2.5,0.2831,2e-06,0.0,2e-06
2026-02-07 06:00:00,37,0,TK-03,937.46,3.684,22.62,7.1,0.28,0.0,0.2831,0.000137,0.002897,0.003034
2026-02-07 06:00:00,37,0,TK-04,1563.29,4.976,22.62,7.1,0.09,2.5,0.2831,2e-06,0.0,2e-06
2026-02-07 06:00:00,37,0,TK-05,1923.79,5.061,22.62,7.1,0.11,2.5,0.2831,2e-06,0.0,2e-06
2026-02-07 14:00:00,37,1,TK-01,1527.34,4.862,27.22,7.1,0.09,2.5,0.3518,0.0,0.0,0.0
2026-02-07 14:00:00,37,1,TK-02,1607.6,5.117,27.22,7.1,0.09,2.5,0.3518,0.0,0.0,0.0
2026-02-07 14:00:00,37,1,TK-03,985.41,3.872,27.22,7.1,0.28,0.0,0.3518,0.000173,0.0,0.000173
2026-02-07 14:00:00,37,1,TK-04,1327.6,4.226,27.22,7.1,0.09,2.5,0.3518,0.0,0.003953,0.003954
2026-02-07 14:00:00,37,1,TK-05,1996.48,5.252,27.22,7.1,0.11,2.5,0.3518,0.0,0.0,0.0
2026-02-07 22:00:00,37,2,TK-01,1562.98,4.975,22.55,7.1,0.09,2.5,0.2821,2e-06,0.0,2e-06
2026-02-07 22:00:00,37,2,TK-02,1459.65,4.646,22.55,7.1,0.09,2.5,0.2821,2e-06,0.001992,0.001994
2026-02-07 22:00:00,37,2,TK-03,1014.24,3.986,22.55,7.1,0.28,0.0,0.2821,0.000147,0.0,0.000147
2026-02-07 22:00:00,37,2,TK-04,1366.04,4.348,22.55,7.1,0.09,2.5,0.2821,2e-06,0.0,2e-06
2026-02-07 22:00:00,37,2,TK-05,2040.19,5.367,22.55,7.1,0.11,2.5,0.2821,3e-06,0.0,3e-06
2026-02-08 06:00:00,38,0,TK-01,1597.98,5.087,19.89,7.1,0.09,2.5,0.248,3e-06,0.0,3e-06
2026-02-08 06:00:00,38,0,TK-02,1496.08,4.762,19.89,7.1,0.09,2.5,0.248,3e-06,0.0,3e-06
2026-02-08 06:00:00,38,0,TK-03,1042.55,4.097,19.89,7.1,0.28,0.0,0.248,0.000135,0.0,0.000135
2026-02-08 06:00:00,38,0,TK-04,1403.77,4.468,19.89,7.1,0.09,2.5,0.248,3e-06,0.0,3e-06
2026-02-08 06:00:00,38,0,TK-05,1848.93,4.864,19.89,7.1,0.11,2.5,0.248,3e-06,0.002266,0.00227
2026-02-08 14:00:00,38,1,TK-01,1381.21,4.397,28.33,7.1,0.09,2.5,0.3705,0.0,0.003907,0.003907
2026-02-08 14:00:00,38,1,TK-02,1556.78,4.955,28.33,7.1,0.09,2.5,0.3705,0.0,0.0,0.0
2026-02-08 14:00:00,38,1,TK-03,1089.72,4.282,28.33,7.1,0.28,0.0,0.3705,0.0002,0.0,0.0002
2026-02-08 14:00:00,38,1,TK-04,1466.64,4.668,28.33,7.1,0.09,2.5,0.3705,0.0,0.0,0.0
2026-02-08 14:00:00,38,1,TK-05,1925.94,5.066,28.33,7.1,0.11,2.5,0.3705,0.0,0.0,0.0
2026-02-08 22:00:00,38,2,TK-01,1415.6,4.506,22.33,7.1,0.09,2.5,0.2791,2e-06,0.0,2e-06
2026-02-08 22:00:00,38,2,TK-02,1373.75,4.373,22.33,7.1,0.09,2.5,0.2791,2e-06,0.002322,0.002323
2026-02-08 22:00:00,38,2,TK-03,1114.7,4.381,22.33,7.1,0.28,0.0,0.2791,0.00016,0.0,0.00016
2026-02-08 22:00:00,38,2,TK-04,1499.93,4.774,22.33,7.1,0.09,2.5,0.2791,2e-06,0.0,2e-06
2026-02-08 22:00:00,38,2,TK-05,1966.71,5.174,22.33,7.1,0.11,2.5,0.2791,3e-06,0.0,3e-06
2026-02-09 06:00:00,39,0,TK-01,1467.19,4.67,21.18,7.1,0.09,2.5,0.2641,2e-06,0.0,2e-06
2026-02-09 06:00:00,39,0,TK-02,1426.15,4.54,21.18,7.1,0.09,2.5,0.2641,2e-06,0.0,2e-06
2026-02-09 06:00:00,39,0,TK-03,1152.19,4.528,21.18,7.1,0.28,0.0,0.2641,0.000157,0.0,0.000157
2026-02-09 06:00:00,39,0,TK-04,1549.89,4.933,21.18,7.1,0.09,2.5,0.2641,2e-06,0.0,2e-06
2026-02-09 06:00:00,39,0,TK-05,1820.71,4.79,21.18,7.1,0.11,2.5,0.2641,3e-06,0.002138,0.002141
2026-02-09 14:00:00,39,1,TK-01,1527.59,4.862,25.59,7.1,0.09,2.5,0.326,1e-06,0.0,1e-06
2026-02-09 14:00:00,39,1,TK-02,1487.5,4.735,25.59,7.1,0.09,2.5,0.326,1e-06,0.0,1e-06
2026-02-09 14:00:00,39,1,TK-03,1196.08,4.7,25.59,7.1,0.28,0.0,0.326,0.000196,0.0,0.000196
2026-02-09 14:00:00,39,1,TK-04,1314.02,4.183,25.59,7.1,0.09,2.5,0.326,1e-06,0.003701,0.003702
2026-02-09 14:00:00,39,1,TK-05,1897.13,4.991,25.59,7.1,0.11,2.5,0.326,1e-06,0.0,1e-06
2026-02-09 22:00:00,39,2,TK-01,1561.14,4.969,21.97,7.1,0.09,2.5,0.2744,2e-06,0.0,2e-06
2026-02-09 22:00:00,39,2,TK-02,1521.58,4.843,21.97,7.1,0.09,2.5,0.2744,2e-06,0.0,2e-06
2026-02-09 22:00:00,39,2,TK-03,1075.03,4.225,21.97,7.1,0.28,0.0,0.2744,0.000152,0.001544,0.001696
2026-02-09 22:00:00,39,2,TK-04,1350.38,4.298,21.97,7.1,0.09,2.5,0.2744,2e-06,0.0,2e-06
2026-02-09 22:00:00,39,2,TK-05,1939.58,5.102,21.97,7.1,0.11,2.5,0.2744,3e-06,0.0,3e-06
2026-02-10 06:00:00,40,0,TK-01,1359.77,4.328,20.2,7.1,0.09,2.5,0.2518,2e-06,0.00241,0.002413
2026-02-10 06:00:00,40,0,TK-02,1565.49,4.983,20.2,7.1,0.09,2.5,0.2518,3e-06,0.0,3e-06
2026-02-10 06:00:00,40,0,TK-03,1108.94,4.358,20.2,7.1,0.28,0.0,0.2518,0.000145,0.0,0.000145
2026-02-10 06:00:00,40,0,TK-04,1397.22,4.447,20.2,7.1,0.09,2.5,0.2518,2e-06,0.0,2e-06
2026-02-10 06:00:00,40,0,TK-05,1994.28,5.246,20.2,7.1,0.11,2.5,0.2518,3e-06,0.0,3e-06
2026-02-10 14:00:00,40,1,TK-01,1412.12,4.495,27.51,7.1,0.09,2.5,0.3567,0.0,0.0,0.0
2026-02-10 14:00:00,40,1,TK-02,1613.88,5.137,27.51,7.1,0.09,2.5,0.3567,0.0,0.0,0.0
2026-02-10 14:00:00,40,1,TK-03,1146.3,4.505,27.51,7.1,0.28,0.0,0.3567,0.000203,0.0,0.000203
2026-02-10 14:00:00,40,1,TK-04,1448.84,4.612,27.51,7.1,0.09,2.5,0.3567,0.0,0.0,0.0
2026-02-10 14:00:00,40,1,TK-05,1781.02,4.685,27.51,7.1,0.11,2.5,0.3567,0.0,0.003728,0.003728
2026-02-10 22:00:00,40,2,TK-01,1447.15,4.606,23.36,7.1,0.09,2.5,0.2933,2e-06,0.0,2e-06
2026-02-10 22:00:00,40,2,TK-02,1482.01,4.717,23.36,7.1,0.09,2.5,0.2933,2e-06,0.001857,0.001859
2026-02-10 22:00:00,40,2,TK-03,1171.31,4.603,23.36,7.1,0.28,0.0,0.2933,0.000175,0.0,0.000175
2026-02-10 22:00:00,40,2,TK-04,1483.4,4.722,23.36,7.1,0.09,2.5,0.2933,2e-06,0.0,2e-06
2026-02-10 22:00:00,40,2,TK-05,1824.96,4.801,23.36,7.1,0.11,2.5,0.2933,2e-06,0.0,2e-06
2026-02-11 06:00:00,41,0,TK-01,1495.43,4.76,20.88,7.1,0.09,2.5,0.2602,2e-06,0.0,2e-06
2026-02-11 06:00:00,41,0,TK-02,1529.65,4.869,20.88,7.1,0.09,2.5,0.2602,2e-06,0.0,2e-06
2026-02-11 06:00:00,41,0,TK-03,956.46,3.759,20.88,7.1,0.28,0.0,0.2602,0.000129,0.002532,0.002661
2026-02-11 06:00:00,41,0,TK-04,1531.01,4.873,20.88,7.1,0.09,2.5,0.2602,2e-06,0.0,2e-06
2026-02-11 06:00:00,41,0,TK-05,1885.51,4.96,20.88,7.1,0.11,2.5,0.2602,3e-06,0.0,3e-06
2026-02-11 14:00:00,41,1,TK-01,1555.67,4.952,27.42,7.1,0.09,2.5,0.3552,0.0,0.0,0.0
2026-02-11 14:00:00,41,1,TK-02,1589.1,5.058,27.42,7.1,0.09,2.5,0.3552,0.0,0.0,0.0
2026-02-11 14:00:00,41,1,TK-03,1005.27,3.95,27.42,7.1,0.28,0.0,0.3552,0.000178,0.0,0.000178
2026-02-11 14:00:00,41,1,TK-04,1357.3,4.32,27.42,7.1,0.09,2.5,0.3552,0.0,0.003175,0.003175
2026-02-11 14:00:00,41,1,TK-05,1961.05,5.159,27.42,7.1,0.11,2.5,0.3552,0.0,0.0,0.0
2026-02-11 22:00:00,41,2,TK-01,1591.78,5.067,21.79,7.1,0.09,2.5,0.2721,2e-06,0.0,2e-06
2026-02-11 22:00:00,41,2,TK-02,1457.06,4.638,21.79,7.1,0.09,2.5,0.2721,2e-06,0.00177,0.001772
2026-02-11 22:00:00,41,2,TK-03,1034.52,4.065,21.79,7.1,0.28,0.0,0.2721,0.000145,0.0,0.000145
2026-02-11 22:00:00,41,2,TK-04,1396.24,4.444,21.79,7.1,0.09,2.5,0.2721,2e-06,0.0,2e-06
2026-02-11 22:00:00,41,2,TK-05,2006.33,5.278,21.79,7.1,0.11,2.5,0.2721,3e-06,0.0,3e-06
2026-02-12 06:00:00,42,0,TK-01,1365.02,4.345,20.74,7.1,0.09,2.5,0.2586,2e-06,0.002735,0.002737
2026-02-12 06:00:00,42,0,TK-02,1503.3,4.785,20.74,7.1,0.09,2.5,0.2586,2e-06,0.0,2e-06
2026-02-12 06:00:00,42,0,TK-03,1070.06,4.205,20.74,7.1,0.28,0.0,0.2586,0.000144,0.0,0.000144
2026-02-12 06:00:00,42,0,TK-04,1443.55,4.595,20.74,7.1,0.09,2.5,0.2586,2e-06,0.0,2e-06
2026-02-12 06:00:00,42,0,TK-05,2061.35,5.423,20.74,7.1,0.11,2.5,0.2586,3e-06,0.0,3e-06
2026-02-12 14:00:00,42,1,TK-01,1429.9,4.552,27.38,7.1,0.09,2.5,0.3545,0.0,0.0,0.0
2026-02-12 14:00:00,42,1,TK-02,1564.89,4.981,27.38,7.1,0.09,2.5,0.3545,0.0,0.0,0.0
2026-02-12 14:00:00,42,1,TK-03,1117.39,4.391,27.38,7.1,0.28,0.0,0.3545,0.000197,0.0,0.000197
2026-02-12 14:00:00,42,1,TK-04,1506.56,4.796,27.38,7.1,0.09,2.5,0.3545,0.0,0.0,0.0
2026-02-12 14:00:00,42,1,TK-05,1861.88,4.898,27.38,7.1,0.11,2.5,0.3545,0.0,0.003713,0.003713
2026-02-12 22:00:00,42,2,TK-01,1465.75,4.666,22.16,7.1,0.09,2.5,0.2769,2e-06,0.0,2e-06
2026-02-12 22:00:00,42,2,TK-02,1408.5,4.483,22.16,7.1,0.09,2.5,0.2769,2e-06,0.002041,0.002043
2026-02-12 22:00:00,42,2,TK-03,1143.55,4.494,22.16,7.1,0.28,0.0,0.2769,0.000163,0.0,0.000163
2026-02-12 22:00:00,42,2,TK-04,1541.38,4.906,22.16,7.1,0.09,2.5,0.2769,2e-06,0.0,2e-06
2026-02-12 22:00:00,42,2,TK-05,1906.05,5.014,22.16,7.1,0.11,2.5,0.2769,3e-06,0.0,3e-06
2026-02-13 06:00:00,43,0,TK-01,1509.31,4.804,22.27,7.1,0.09,2.5,0.2784,2e-06,0.0,2e-06
2026-02-13 06:00:00,43,0,TK-02,1453.01,4.625,22.27,7.1,0.09,2.5,0.2784,2e-06,0.0,2e-06
2026-02-13 06:00:00,43,0,TK-03,1175.32,4.619,22.27,7.1,0.28,0.0,0.2784,0.000168,0.0,0.000168
2026-02-13 06:00:00,43,0,TK-04,1339.04,4.262,22.27,7.1,0.09,2.5,0.2784,2e-06,0.002641,0.002643
2026-02-13 06:00:00,43,0,TK-05,1959.71,5.155,22.27,7.1,0.11,2.5,0.2784,3e-06,0.0,3e-06
2026-02-13 14:00:00,43,1,TK-01,1570.45,4.999,27.49,7.1,0.09,2.5,0.3563,0.0,0.0,0.0
2026-02-13 14:00:00,43,1,TK-02,1515.49,4.824,27.49,7.1,0.09,2.5,0.3563,0.0,0.0,0.0
2026-02-13 14:00:00,43,1,TK-03,918.26,3.609,27.49,7.1,0.28,0.0,0.3563,0.000163,0.004125,0.004289
2026-02-13 14:00:00,43,1,TK-04,1404.23,4.47,27.49,7.1,0.09,2.5,0.3563,0.0,0.0,0.0
2026-02-13 14:00:00,43,1,TK-05,2035.04,5.353,27.49,7.1,0.11,2.5,0.3563,0.0,0.0,0.0
2026-02-13 22:00:00,43,2,TK-01,1601.32,5.097,23.24,7.1,0.09,2.5,0.2916,2e-06,0.0,2e-06
2026-02-13 22:00:00,43,2,TK-02,1547.04,4.924,23.24,7.1,0.09,2.5,0.2916,2e-06,0.0,2e-06
2026-02-13 22:00:00,43,2,TK-03,944.5,3.712,23.24,7.1,0.28,0.0,0.2916,0.000141,0.0,0.000141
2026-02-13 22:00:00,43,2,TK-04,1437.14,4.575,23.24,7.1,0.09,2.5,0.2916,2e-06,0.0,2e-06
2026-02-13 22:00:00,43,2,TK-05,1933.21,5.086,23.24,7.1,0.11,2.5,0.2916,2e-06,0.00157,0.001572
2026-02-14 06:00:00,44,0,TK-01,1444.36,4.598,20.83,7.1,0.09,2.5,0.2596,2e-06,0.002105,0.002108
2026-02-14 06:00:00,44,0,TK-02,1598.15,5.087,20.83,7.1,0.09,2.5,0.2596,3e-06,0.0,3e-06
2026-02-14 06:00:00,44,0,TK-03,986.99,3.879,20.83,7.1,0.28,0.0,0.2596,0.000133,0.0,0.000133
2026-02-14 06:00:00,44,0,TK-04,1490.47,4.744,20.83,7.1,0.09,2.5,0.2596,2e-06,0.0,2e-06
2026-02-14 06:00:00,44,0,TK-05,1997.66,5.255,20.83,7.1,0.11,2.5,0.2596,3e-06,0.0,3e-06
2026-02-14 14:00:00,44,1,TK-01,1497.39,4.766,28.05,7.1,0.09,2.5,0.3656,0.0,0.0,0.0
2026-02-14 14:00:00,44,1,TK-02,1364.48,4.343,28.05,7.1,0.09,2.5,0.3656,0.0,0.003961,0.003961
2026-02-14 14:00:00,44,1,TK-03,1028.5,4.042,28.05,7.1,0.28,0.0,0.3656,0.000187,0.0,0.000187
2026-02-14 14:00:00,44,1,TK-04,1542.57,4.91,28.05,7.1,0.09,2.5,0.3656,0.0,0.0,0.0
2026-02-14 14:00:00,44,1,TK-05,2060.62,5.421,28.05,7.1,0.11,2.5,0.3656,0.0,0.0,0.0
2026-02-14 22:00:00,44,2,TK-01,1531.11,4.874,22.75,7.1,0.09,2.5,0.2848,2e-06,0.0,2e-06
2026-02-14 22:00:00,44,2,TK-02,1399.94,4.456,22.75,7.1,0.09,2.5,0.2848,2e-06,0.0,2e-06
2026-02-14 22:00:00,44,2,TK-03,1054.91,4.146,22.75,7.1,0.28,0.0,0.2848,0.000154,0.0,0.000154
2026-02-14 22:00:00,44,2,TK-04,1575.71,5.016,22.75,7.1,0.09,2.5,0.2848,2e-06,0.0,2e-06
2026-02-14 22:00:00,44,2,TK-05,1943.5,5.113,22.75,7.1,0.11,2.5,0.2848,2e-06,0.001725,0.001728
2026-02-15 06:00:00,45,0,TK-01,1571.89,5.003,20.11,7.1,0.09,2.5,0.2507,3e-06,0.0,3e-06
2026-02-15 06:00:00,45,0,TK-02,1442.82,4.593,20.11,7.1,0.09,2.5,0.2507,3e-06,0.0,3e-06
2026-02-15 06:00:00,45,0,TK-03,1086.84,4.271,20.11,7.1,0.28,0.0,0.2507,0.000142,0.0,0.000142
2026-02-15 06:00:00,45,0,TK-04,1382.04,4.399,20.11,7.1,0.09,2.5,0.2507,2e-06,0.002288,0.00229
2026-02-15 06:00:00,45,0,TK-05,1994.44,5.247,20.11,7.1,0.11,2.5,0.2507,3e-06,0.0,3e-06
2026-02-15 14:00:00,45,1,TK-01,1624.39,5.171,28.15,7.1,0.09,2.5,0.3674,0.0,0.0,0.0
2026-02-15 14:00:00,45,1,TK-02,1498.01,4.768,28.15,7.1,0.09,2.5,0.3674,0.0,0.0,0.0
2026-02-15 14:00:00,45,1,TK-03,1127.93,4.432,28.15,7.1,0.28,0.0,0.3674,0.000205,0.0,0.000205
2026-02-15 14:00:00,45,1,TK-04,1438.5,4.579,28.15,7.1,0.09,2.5,0.3674,0.0,0.0,0.0
2026-02-15 14:00:00,45,1,TK-05,1750.56,4.605,28.15,7.1,0.11,2.5,0.3674,0.0,0.004345,0.004345
2026-02-15 22:00:00,45,2,TK-01,1481.34,4.715,23.53,7.1,0.09,2.5,0.2957,2e-06,0.001958,0.00196
2026-02-15 22:00:00,45,2,TK-02,1528.49,4.865,23.53,7.1,0.09,2.5,0.2957,2e-06,0.0,2e-06
2026-02-15 22:00:00,45,2,TK-03,1150.63,4.522,23.53,7.1,0.28,0.0,0.2957,0.000173,0.0,0.000173
2026-02-15 22:00:00,45,2,TK-04,1469.68,4.678,23.53,7.1,0.09,2.5,0.2957,2e-06,0.0,2e-06
2026-02-15 22:00:00,45,2,TK-05,1790.42,4.71,23.53,7.1,0.11,2.5,0.2957,2e-06,0.0,2e-06
2026-02-16 06:00:00,46,0,TK-01,1527.26,4.861,20.62,7.1,0.09,2.5,0.2569,3e-06,0.0,3e-06
2026-02-16 06:00:00,46,0,TK-02,1573.57,5.009,20.62,7.1,0.09,2.5,0.2569,3e-06,0.0,3e-06
2026-02-16 06:00:00,46,0,TK-03,987.81,3.882,20.62,7.1,0.28,0.0,0.2569,0.000132,0.001972,0.002104
2026-02-16 06:00:00,46,0,TK-04,1515.8,4.825,20.62,7.1,0.09,2.5,0.2569,3e-06,0.0,3e-06
2026-02-16 06:00:00,46,0,TK-05,1849.36,4.865,20.62,7.1,0.11,2.5,0.2569,3e-06,0.0,3e-06
2026-02-16 14:00:00,46,1,TK-01,1586.19,5.049,27.29,7.1,0.09,2.5,0.353,0.0,0.0,0.0
2026-02-16 14:00:00,46,1,TK-02,1338.89,4.262,27.29,7.1,0.09,2.5,0.353,0.0,0.003966,0.003967
2026-02-16 14:00:00,46,1,TK-03,1035.43,4.069,27.29,7.1,0.28,0.0,0.353,0.000182,0.0,0.000182
2026-02-16 14:00:00,46,1,TK-04,1575.0,5.013,27.29,7.1,0.09,2.5,0.353,0.0,0.0,0.0
2026-02-16 14:00:00,46,1,TK-05,1925.02,5.064,27.29,7.1,0.11,2.5,0.353,0.0,0.0,0.0
2026-02-16 22:00:00,46,2,TK-01,1479.69,4.71,22.66,7.1,0.09,2.5,0.2837,2e-06,0.001486,0.001488
2026-02-16 22:00:00,46,2,TK-02,1370.97,4.364,22.66,7.1,0.09,2.5,0.2837,2e-06,0.0,2e-06
2026-02-16 22:00:00,46,2,TK-03,1059.02,4.162,22.66,7.1,0.28,0.0,0.2837,0.000154,0.0,0.000154
2026-02-16 22:00:00,46,2,TK-04,1604.32,5.107,22.66,7.1,0.09,2.5,0.2837,2e-06,0.0,2e-06
2026-02-16 22:00:00,46,2,TK-05,1962.49,5.163,22.66,7.1,0.11,2.5,0.2837,2e-06,0.0,2e-06
2026-02-17 06:00:00,47,0,TK-01,1512.41,4.814,20.15,7.1,0.09,2.5,0.2511,3e-06,0.0,3e-06
2026-02-17 06:00:00,47,0,TK-02,1405.06,4.472,20.15,7.1,0.09,2.5,0.2511,2e-06,0.0,2e-06
2026-02-17 06:00:00,47,0,TK-03,1084.08,4.26,20.15,7.1,0.28,0.0,0.2511,0.000142,0.0,0.000142
2026-02-17 06:00:00,47,0,TK-04,1395.89,4.443,20.15,7.1,0.09,2.5,0.2511,2e-06,0.002342,0.002344
2026-02-17 06:00:00,47,0,TK-05,2002.32,5.267,20.15,7.1,0.11,2.5,0.2511,4e-06,0.0,4e-06
2026-02-17 14:00:00,47,1,TK-01,1577.61,5.022,29.07,7.1,0.09,2.5,0.3834,0.0,0.0,0.0
2026-02-17 14:00:00,47,1,TK-02,1472.98,4.689,29.07,7.1,0.09,2.5,0.3834,0.0,0.0,0.0
2026-02-17 14:00:00,47,1,TK-03,1134.01,4.456,29.07,7.1,0.28,0.0,0.3834,0.000214,0.0,0.000214
2026-02-17 14:00:00,47,1,TK-04,1464.04,4.66,29.07,7.1,0.09,2.5,0.3834,0.0,0.0,0.0
2026-02-17 14:00:00,47,1,TK-05,1793.67,4.719,29.07,7.1,0.11,2.5,0.3834,0.0,0.004228,0.004228
2026-02-17 22:00:00,47,2,TK-01,1431.23,4.556,23.18,7.1,0.09,2.5,0.2908,2e-06,0.001995,0.001996
2026-02-17 22:00:00,47,2,TK-02,1505.81,4.793,23.18,7.1,0.09,2.5,0.2908,2e-06,0.0,2e-06
2026-02-17 22:00:00,47,2,TK-03,1158.15,4.551,23.18,7.1,0.28,0.0,0.2908,0.000172,0.0,0.000172
2026-02-17 22:00:00,47,2,TK-04,1496.98,4.765,23.18,7.1,0.09,2.5,0.2908,2e-06,0.0,2e-06
2026-02-17 22:00:00,47,2,TK-05,1835.64,4.829,23.18,7.1,0.11,2.5,0.2908,2e-06,0.0,2e-06
2026-02-18 06:00:00,48,0,TK-01,1484.23,4.724,20.54,7.1,0.09,2.5,0.256,3e-06,0.0,3e-06
2026-02-18 06:00:00,48,0,TK-02,1557.31,4.957,20.54,7.1,0.09,2.5,0.256,3e-06,0.0,3e-06
2026-02-18 06:00:00,48,0,TK-03,990.36,3.892,20.54,7.1,0.28,0.0,0.256,0.000132,0.002062,0.002194
2026-02-18 06:00:00,48,0,TK-04,1548.66,4.93,20.54,7.1,0.09,2.5,0.256,3e-06,0.0,3e-06
2026-02-18 06:00:00,48,0,TK-05,1901.49,5.002,20.54,7.1,0.11,2.5,0.256,3e-06,0.0,3e-06
2026-02-18 14:00:00,48,1,TK-01,1544.66,4.917,28.15,7.1,0.09,2.5,0.3674,0.0,0.0,0.0
2026-02-18 14:00:00,48,1,TK-02,1342.61,4.274,28.15,7.1,0.09,2.5,0.3674,0.0,0.003848,0.003848
2026-02-18 14:00:00,48,1,TK-03,1038.32,4.08,28.15,7.1,0.28,0.0,0.3674,0.000189,0.0,0.000189
2026-02-18 14:00:00,48,1,TK-04,1607.6,5.117,28.15,7.1,0.09,2.5,0.3674,0.0,0.0,0.0
2026-02-18 14:00:00,48,1,TK-05,1976.57,5.2,28.15,7.1,0.11,2.5,0.3674,0.0,0.0,0.0
2026-02-18 22:00:00,48,2,TK-01,1574.12,5.011,23.61,7.1,0.09,2.5,0.2968,2e-06,0.0,2e-06
2026-02-18 22:00:00,48,2,TK-02,1374.42,4.375,23.61,7.1,0.09,2.5,0.2968,1e-06,0.0,1e-06
2026-02-18 22:00:00,48,2,TK-03,1061.7,4.172,23.61,7.1,0.28,0.0,0.2968,0.000161,0.0,0.000161
2026-02-18 22:00:00,48,2,TK-04,1470.07,4.679,23.61,7.1,0.09,2.5,0.2968,2e-06,0.001897,0.001899
2026-02-18 22:00:00,48,2,TK-05,2013.18,5.296,23.61,7.1,0.11,2.5,0.2968,2e-06,0.0,2e-06
2026-02-19 06:00:00,49,0,TK-01,1620.33,5.158,21.39,7.1,0.09,2.5,0.2668,2e-06,0.0,2e-06
2026-02-19 06:00:00,49,0,TK-02,1424.3,4.534,21.39,7.1,0.09,2.5,0.2668,2e-06,0.0,2e-06
2026-02-19 06:00:00,49,0,TK-03,1098.37,4.316,21.39,7.1,0.28,0.0,0.2668,0.000151,0.0,0.000151
2026-02-19 06:00:00,49,0,TK-04,1518.19,4.833,21.39,7.1,0.09,2.5,0.2668,2e-06,0.0,2e-06
