timestamp,day,slot,tank_id,product,dip_level_m,observed_volume_kl,temp_c,density_obs_kgm3,density_15c,vcf,net_volume_kl15,mass_tonnes,water_dip_cm,ullage_m,vapour_space_m3
2026-02-16 06:00:00,46,0,TK-01,HSD,8.1754,2568.373,20.66,826.52,830.58,0.995118,2555.835,2122.822,1.4,4.825,1527.26
2026-02-16 06:00:00,46,0,TK-02,HSD,8.0284,2522.209,20.8,827.98,832.14,0.99501,2509.623,2088.349,1.1,4.972,1573.57
2026-02-16 06:00:00,46,0,TK-03,HSD,8.1578,2075.916,20.51,827.56,831.51,0.995256,2066.068,1717.948,1.1,3.842,987.81
2026-02-16 06:00:00,46,0,TK-04,HSD,8.2151,2580.862,20.74,828.68,832.79,0.995069,2568.135,2138.709,1.3,4.785,1515.8
2026-02-16 06:00:00,46,0,TK-05,HSD,8.6814,3300.066,20.66,827.65,831.7,0.995128,3283.989,2731.3,1.6,4.819,1849.36
2026-02-16 14:00:00,46,1,TK-01,HSD,8.0343,2524.06,27.09,823.26,831.92,0.989583,2497.766,2077.95,1.7,4.966,1586.2
2026-02-16 14:00:00,46,1,TK-02,HSD,8.8308,2774.278,27.44,823.31,832.23,0.989284,2744.548,2284.096,1.6,4.169,1338.89
2026-02-16 14:00:00,46,1,TK-03,HSD,8.0176,2040.226,27.16,822.07,830.8,0.989496,2018.795,1677.217,1.3,3.982,1035.43
2026-02-16 14:00:00,46,1,TK-04,HSD,8.0729,2536.169,27.32,823.63,832.46,0.989401,2509.289,2088.871,1.3,4.927,1575.0
2026-02-16 14:00:00,46,1,TK-05,HSD,8.5313,3243.039,27.6,822.98,832.01,0.989142,3207.826,2668.949,1.4,4.969,1925.02
2026-02-16 22:00:00,46,2,TK-01,HSD,8.3492,2622.977,23.02,824.69,830.44,0.993073,2604.808,2163.145,1.2,4.651,1479.69
2026-02-16 22:00:00,46,2,TK-02,HSD,8.691,2730.368,22.61,826.58,832.03,0.993452,2712.489,2256.871,1.1,4.309,1370.97
2026-02-16 22:00:00,46,2,TK-03,HSD,7.8887,2007.438,22.58,826.08,831.51,0.993473,1994.336,1658.302,0.3,4.111,1059.02
2026-02-16 22:00:00,46,2,TK-04,HSD,7.9448,2495.94,22.85,827.14,832.76,0.993258,2479.112,2064.493,1.2,5.055,1604.32
2026-02-16 22:00:00,46,2,TK-05,HSD,8.3925,3190.25,22.83,825.81,831.42,0.993249,3168.713,2634.54,1.1,5.108,1962.49
2026-02-17 06:00:00,47,0,TK-01,HSD,8.2201,2582.411,20.39,826.91,830.78,0.995351,2570.406,2135.43,1.4,4.78,1512.41
2026-02-17 06:00:00,47,0,TK-02,HSD,8.5607,2689.409,20.23,827.48,831.22,0.995496,2677.294,2225.427,1.3,4.439,1405.06
2026-02-17 06:00:00,47,0,TK-03,HSD,7.7706,1977.378,20.11,828.87,832.53,0.995607,1968.691,1638.992,1.1,4.229,1084.08
2026-02-17 06:00:00,47,0,TK-04,HSD,8.5948,2700.151,20.43,828.53,832.41,0.995337,2687.561,2237.161,1.0,4.405,1395.89
2026-02-17 06:00:00,47,0,TK-05,HSD,8.2658,3142.105,19.99,828.13,831.71,0.995704,3128.607,2602.081,0.9,5.234,2002.32
2026-02-17 14:00:00,47,1,TK-01,HSD,8.0725,2536.054,28.92,821.17,831.16,0.987982,2505.576,2082.527,1.1,4.927,1577.61
2026-02-17 14:00:00,47,1,TK-02,HSD,8.4096,2641.951,28.94,823.25,833.24,0.988019,2610.298,2174.992,1.2,4.59,1472.98
2026-02-17 14:00:00,47,1,TK-03,HSD,7.6453,1945.496,29.5,821.22,831.63,0.987486,1921.151,1597.69,1.4,4.355,1134.01
2026-02-17 14:00:00,47,1,TK-04,HSD,8.4466,2653.567,29.33,821.74,832.02,0.987645,2620.781,2180.554,0.7,4.553,1464.04
2026-02-17 14:00:00,47,1,TK-05,HSD,8.8891,3379.049,29.11,822.37,832.48,0.987854,3338.008,2778.822,1.1,4.611,1793.67
2026-02-17 22:00:00,47,2,TK-01,HSD,8.5063,2672.342,23.35,825.18,831.16,0.992799,2653.099,2205.159,1.0,4.494,1431.23
2026-02-17 22:00:00,47,2,TK-02,HSD,8.261,2595.266,23.17,827.07,832.91,0.992981,2577.049,2146.461,1.3,4.739,1505.81
2026-02-17 22:00:00,47,2,TK-03,HSD,7.5006,1908.675,23.02,826.82,832.56,0.993108,1895.519,1578.125,1.3,4.499,1158.15
2026-02-17 22:00:00,47,2,TK-04,HSD,8.2964,2606.392,23.41,826.84,832.85,0.992774,2587.559,2155.056,1.3,4.704,1496.98
2026-02-17 22:00:00,47,2,TK-05,HSD,8.7321,3319.361,23.01,825.34,831.09,0.993088,3296.418,2739.604,1.2,4.768,1835.64
2026-02-18 06:00:00,48,0,TK-01,HSD,8.3175,2613.027,20.44,827.64,831.53,0.995316,2600.789,2162.633,1.5,4.682,1484.23
2026-02-18 06:00:00,48,0,TK-02,HSD,8.0801,2538.434,20.64,828.34,832.37,0.995155,2526.136,2102.688,1.3,4.92,1557.31
2026-02-18 06:00:00,48,0,TK-03,HSD,8.1492,2073.728,20.78,829.21,833.34,0.995045,2063.453,1719.55,1.8,3.851,990.36
2026-02-18 06:00:00,48,0,TK-04,HSD,8.1142,2549.139,20.73,828.2,832.3,0.995072,2536.577,2111.192,0.9,4.886,1548.66
2026-02-18 06:00:00,48,0,TK-05,HSD,8.5365,3245.005,20.42,827.7,831.58,0.99533,3229.851,2685.875,0.9,4.963,1901.49
2026-02-18 14:00:00,48,1,TK-01,HSD,8.175,2568.239,27.83,822.94,832.14,0.98895,2539.86,2113.512,0.6,4.825,1544.66
2026-02-18 14:00:00,48,1,TK-02,HSD,8.8228,2771.769,28.03,823.38,832.71,0.988792,2740.702,2282.222,1.3,4.177,1342.61
2026-02-18 14:00:00,48,1,TK-03,HSD,8.0105,2038.417,28.0,822.82,832.14,0.988803,2015.593,1677.258,0.9,3.99,1038.32
2026-02-18 14:00:00,48,1,TK-04,HSD,7.9769,2506.029,28.48,823.38,833.04,0.98841,2476.984,2063.421,1.1,5.023,1607.6
2026-02-18 14:00:00,48,1,TK-05,HSD,8.3976,3192.19,28.2,822.11,831.58,0.988613,3155.841,2624.341,0.5,5.102,1976.57
2026-02-18 22:00:00,48,2,TK-01,HSD,8.0548,2530.477,24.11,825.18,831.71,0.992149,2510.611,2088.1,1.5,4.945,1574.12
2026-02-18 22:00:00,48,2,TK-02,HSD,8.6915,2730.527,23.72,825.37,831.62,0.992488,2710.017,2253.694,1.2,4.308,1374.42
2026-02-18 22:00:00,48,2,TK-03,HSD,7.8874,2007.107,23.48,827.25,833.32,0.992723,1992.502,1660.382,1.2,4.113,1061.7
2026-02-18 22:00:00,48,2,TK-04,HSD,8.3799,2632.622,23.26,825.45,831.37,0.992883,2613.886,2173.097,1.0,4.62,1470.07
2026-02-18 22:00:00,48,2,TK-05,HSD,8.2616,3140.519,23.23,826.39,832.28,0.992925,3118.3,2595.287,1.7,5.238,2013.18
2026-02-19 06:00:00,49,0,TK-01,HSD,7.8847,2477.038,21.59,827.32,832.04,0.994334,2463.002,2049.31,1.6,5.115,1620.33
2026-02-19 06:00:00,49,0,TK-02,HSD,8.5148,2675.017,21.66,826.41,831.18,0.994258,2659.657,2210.666,1.3,4.485,1424.3
2026-02-19 06:00:00,49,0,TK-03,HSD,7.7306,1967.19,21.79,828.28,833.13,0.994174,1955.729,1629.38,1.3,4.269,1098.37
2026-02-19 06:00:00,49,0,TK-04,HSD,8.2106,2579.441,21.28,826.94,831.43,0.994593,2565.495,2133.033,1.1,4.789,1518.19
2026-02-19 06:00:00,49,0,TK-05,HSD,8.7026,3308.151,21.38,827.79,832.35,0.994516,3290.009,2738.447,1.5,4.797,1841.2
2026-02-19 14:00:00,49,1,TK-01,HSD,8.7188,2739.106,29.03,821.48,831.55,0.987896,2705.951,2250.127,1.7,4.281,1377.78
2026-02-19 14:00:00,49,1,TK-02,HSD,8.3826,2633.464,28.71,822.7,832.53,0.988195,2602.377,2166.546,1.5,4.617,1482.17
2026-02-19 14:00:00,49,1,TK-03,HSD,7.6039,1934.952,29.0,822.23,832.26,0.987945,1911.626,1590.979,1.0,4.396,1140.91
2026-02-19 14:00:00,49,1,TK-04,HSD,8.0868,2540.555,28.8,823.02,832.91,0.988128,2510.394,2090.936,1.1,4.913,1574.02
2026-02-19 14:00:00,49,1,TK-05,HSD,8.5711,3258.165,29.02,822.39,832.44,0.987927,3218.829,2679.468,1.3,4.929,1912.8
2026-02-19 22:00:00,49,2,TK-01,HSD,8.5729,2693.246,24.83,824.64,831.68,0.99153,2670.435,2220.951,1.1,4.427,1412.76
2026-02-19 22:00:00,49,2,TK-02,HSD,8.2438,2589.853,24.84,825.72,832.76,0.991546,2567.958,2138.488,1.3,4.756,1515.8
2026-02-19 22:00:00,49,2,TK-03,HSD,7.4802,1903.488,24.45,824.68,831.45,0.991856,1887.986,1569.77,1.4,4.52,1165.64
2026-02-19 22:00:00,49,2,TK-04,HSD,8.4016,2639.444,24.35,825.47,832.16,0.991957,2618.214,2178.776,1.3,4.598,1465.95
2026-02-19 22:00:00,49,2,TK-05,HSD,8.4343,3206.142,24.69,824.6,831.54,0.991651,3179.372,2643.769,0.6,5.066,1954.4
2026-02-20 06:00:00,50,0,TK-01,HSD,8.4242,2646.55,22.22,826.54,831.71,0.993785,2630.102,2187.489,1.1,4.576,1453.46
2026-02-20 06:00:00,50,0,TK-02,HSD,8.102,2545.311,22.26,827.55,832.74,0.993766,2529.444,2106.369,0.6,4.898,1554.93
2026-02-20 06:00:00,50,0,TK-03,HSD,8.388,2134.489,22.33,827.49,832.73,0.993706,2121.055,1766.265,0.6,3.612,932.77
2026-02-20 06:00:00,50,0,TK-04,HSD,8.2604,2595.075,22.35,825.71,830.97,0.993663,2578.631,2142.768,1.2,4.74,1505.84
2026-02-20 06:00:00,50,0,TK-05,HSD,8.2867,3150.045,22.48,826.44,831.8,0.993558,3129.752,2603.327,1.3,5.213,2002.82
2026-02-20 14:00:00,50,1,TK-01,HSD,8.2738,2599.295,30.09,821.95,832.77,0.98701,2565.53,2136.489,1.4,4.726,1518.13
2026-02-20 14:00:00,50,1,TK-02,HSD,7.9565,2499.6,30.17,820.62,831.51,0.986909,2466.878,2051.234,0.8,5.044,1617.11
2026-02-20 14:00:00,50,1,TK-03,HSD,8.2369,2096.025,30.54,822.23,833.35,0.986648,2068.038,1723.41,1.2,3.763,984.91
2026-02-20 14:00:00,50,1,TK-04,HSD,8.1135,2548.924,30.18,821.13,832.01,0.986914,2515.568,2092.987,1.3,4.887,1569.22
2026-02-20 14:00:00,50,1,TK-05,HSD,8.9508,3402.497,30.31,820.95,831.94,0.986794,3357.565,2793.285,1.3,4.549,1775.41
2026-02-20 22:00:00,50,2,TK-01,HSD,8.1304,2554.23,23.3,826.08,832.02,0.992858,2535.989,2109.998,0.7,4.87,1547.92
2026-02-20 22:00:00,50,2,TK-02,HSD,8.3325,2617.722,23.7,826.5,832.72,0.992524,2598.151,2163.544,0.4,4.668,1486.21
2026-02-20 22:00:00,50,2,TK-03,HSD,8.0974,2060.547,23.68,825.56,831.77,0.992528,2045.15,1701.095,1.2,3.903,1008.92
2026-02-20 22:00:00,50,2,TK-04,HSD,7.9674,2503.045,23.84,825.75,832.08,0.992392,2484.002,2066.881,1.1,5.033,1598.42
2026-02-20 22:00:00,50,2,TK-05,HSD,8.7976,3344.26,24.02,823.8,830.27,0.992201,3318.177,2754.994,1.5,4.702,1814.37
2026-02-21 06:00:00,51,0,TK-01,HSD,7.9737,2505.01,21.4,827.77,832.35,0.994501,2491.234,2073.571,0.8,5.026,1593.57
2026-02-21 06:00:00,51,0,TK-02,HSD,8.1662,2565.484,21.6,828.32,833.04,0.994338,2550.958,2125.04,0.7,4.834,1532.97
2026-02-21 06:00:00,51,0,TK-03,HSD,7.9329,2018.679,21.96,827.52,832.5,0.994022,2006.611,1670.507,1.4,4.067,1045.73
2026-02-21 06:00:00,51,0,TK-04,HSD,8.5867,2697.604,21.48,828.55,833.18,0.99444,2682.606,2235.094,1.0,4.413,1400.08
2026-02-21 06:00:00,51,0,TK-05,HSD,8.6198,3276.675,21.66,825.59,830.37,0.994246,3257.822,2705.194,1.6,4.88,1874.08
2026-02-21 14:00:00,51,1,TK-01,HSD,8.6069,2703.945,27.15,824.62,833.32,0.989564,2675.727,2229.738,1.0,4.393,1407.76
2026-02-21 14:00:00,51,1,TK-02,HSD,8.0106,2516.605,27.56,823.89,832.88,0.9892,2489.426,2073.396,0.9,4.989,1597.38
2026-02-21 14:00:00,51,1,TK-03,HSD,7.7776,1979.168,27.66,824.32,833.38,0.98913,1957.656,1631.476,1.4,4.222,1096.42
2026-02-21 14:00:00,51,1,TK-04,HSD,8.4138,2643.283,27.5,822.15,831.12,0.989206,2614.751,2173.17,1.8,4.586,1467.85
2026-02-21 14:00:00,51,1,TK-05,HSD,8.4527,3213.134,27.62,821.31,830.38,0.989084,3178.061,2638.99,1.2,5.047,1956.33
2026-02-21 22:00:00,51,2,TK-01,HSD,8.4497,2654.551,21.07,827.59,831.93,0.994779,2640.693,2196.883,1.2,4.55,1444.83
2026-02-21 22:00:00,51,2,TK-02,HSD,8.3753,2631.163,21.19,829.82,834.24,0.994706,2617.235,2183.403,1.4,4.625,1467.01
2026-02-21 22:00:00,51,2,TK-03,HSD,7.6262,1940.626,21.19,828.76,833.18,0.994692,1930.324,1608.314,1.3,4.374,1123.53
2026-02-21 22:00:00,51,2,TK-04,HSD,8.2531,2592.788,21.03,826.99,831.3,0.994807,2579.324,2144.202,1.0,4.747,1504.08
2026-02-21 22:00:00,51,2,TK-05,HSD,8.2778,3146.661,21.13,827.12,831.51,0.994721,3130.051,2602.668,1.5,5.222,2000.31
2026-02-22 06:00:00,52,0,TK-01,HSD,8.2951,2605.977,21.01,828.0,832.3,0.994833,2592.511,2157.743,1.3,4.705,1489.89
2026-02-22 06:00:00,52,0,TK-02,HSD,8.228,2584.914,21.11,829.4,833.76,0.994769,2571.391,2143.918,1.5,4.772,1511.69
2026-02-22 06:00:00,52,0,TK-03,HSD,7.4882,1905.517,20.08,830.19,833.82,0.995647,1897.222,1581.938,1.5,4.512,1156.48
2026-02-22 06:00:00,52,0,TK-04,HSD,8.1108,2548.078,20.75,827.98,832.09,0.995053,2535.474,2109.751,1.7,4.889,1548.13
2026-02-22 06:00:00,52,0,TK-05,HSD,8.729,3318.167,20.68,825.36,829.44,0.995088,3301.868,2738.686,0.9,4.771,1831.11
2026-02-22 14:00:00,52,1,TK-01,HSD,8.1697,2566.599,29.06,822.68,832.76,0.987901,2535.545,2111.489,1.3,4.83,1548.26
2026-02-22 14:00:00,52,1,TK-02,HSD,8.1036,2545.812,29.43,821.81,832.16,0.987563,2514.149,2092.163,1.8,4.896,1569.57
2026-02-22 14:00:00,52,1,TK-03,HSD,8.5923,2186.462,29.08,822.39,832.48,0.987879,2159.96,1798.131,1.0,3.408,893.74
2026-02-22 14:00:00,52,1,TK-04,HSD,7.9893,2509.924,29.86,820.51,831.18,0.987165,2477.71,2059.428,1.3,5.011,1605.19
2026-02-22 14:00:00,52,1,TK-05,HSD,8.6,3269.124,29.28,820.25,830.51,0.987646,3228.736,2681.492,1.8,4.9,1905.37
2026-02-22 22:00:00,52,2,TK-01,HSD,8.0317,2523.238,23.88,826.69,833.05,0.992371,2503.989,2085.941,1.3,4.968,1579.75
2026-02-22 22:00:00,52,2,TK-02,HSD,7.9714,2504.292,24.21,826.9,833.49,0.992097,2484.5,2070.81,1.3,5.029,1600.79
2026-02-22 22:00:00,52,2,TK-03,HSD,8.4458,2149.182,24.04,826.84,833.3,0.992244,2132.512,1777.021,1.2,3.554,920.55
2026-02-22 22:00:00,52,2,TK-04,HSD,8.2697,2597.998,24.46,824.2,830.99,0.991831,2576.775,2141.283,1.3,4.73,1506.37
2026-02-22 22:00:00,52,2,TK-05,HSD,8.4486,3211.601,24.43,824.6,831.37,0.991866,3185.476,2648.298,1.7,5.051,1945.44
2026-02-23 06:00:00,53,0,TK-01,HSD,7.8656,2471.049,22.68,827.78,833.27,0.993412,2454.771,2045.491,1.1,5.134,1629.52
2026-02-23 06:00:00,53,0,TK-02,HSD,8.6846,2728.343,22.61,828.01,833.45,0.993478,2710.548,2259.104,0.8,4.315,1373.79
2026-02-23 06:00:00,53,0,TK-03,HSD,8.268,2103.939,22.72,827.71,833.23,0.993378,2090.008,1741.448,0.8,3.732,962.95
2026-02-23 06:00:00,53,0,TK-04,HSD,8.0955,2543.268,22.43,826.1,831.42,0.993597,2526.982,2100.986,1.0,4.905,1557.6
2026-02-23 06:00:00,53,0,TK-05,HSD,8.2725,3144.641,22.74,825.6,831.15,0.993322,3123.64,2596.222,0.9,5.228,2008.76
2026-02-23 14:00:00,53,1,TK-01,HSD,8.8115,2768.218,28.21,822.02,831.5,0.988599,2736.659,2275.542,0.5,4.188,1348.17
2026-02-23 14:00:00,53,1,TK-02,HSD,8.5349,2681.307,28.15,824.09,833.5,0.988707,2651.025,2209.633,0.9,4.465,1432.63
2026-02-23 14:00:00,53,1,TK-03,HSD,8.1361,2070.376,28.57,823.18,832.9,0.988327,2046.208,1704.296,1.0,3.864,1008.34
2026-02-23 14:00:00,53,1,TK-04,HSD,7.9514,2497.998,28.13,822.68,832.09,0.988692,2469.75,2055.051,1.2,5.049,1612.45
2026-02-23 14:00:00,53,1,TK-05,HSD,8.1326,3091.481,28.19,821.43,830.9,0.988604,3056.251,2539.425,1.2,5.367,2076.56
2026-02-23 22:00:00,53,2,TK-01,HSD,8.6549,2719.004,23.54,825.19,831.31,0.992638,2698.988,2243.693,1.5,4.345,1384.67
2026-02-23 22:00:00,53,2,TK-02,HSD,8.39,2635.784,23.84,828.03,834.34,0.992431,2615.834,2182.496,1.5,4.61,1468.01
2026-02-23 22:00:00,53,2,TK-03,HSD,7.9952,2034.541,23.73,827.24,833.48,0.992509,2019.301,1683.047,1.4,4.005,1035.63
2026-02-23 22:00:00,53,2,TK-04,HSD,7.8219,2457.307,23.75,825.53,831.8,0.992467,2438.796,2028.592,0.9,5.178,1645.43
2026-02-23 22:00:00,53,2,TK-05,HSD,8.408,3196.171,23.31,824.21,830.17,0.992816,3173.21,2634.303,1.7,5.092,1959.46
2026-02-24 06:00:00,54,0,TK-01,HSD,8.4837,2665.225,21.6,826.02,830.75,0.994308,2650.054,2201.519,0.9,4.516,1435.14
2026-02-24 06:00:00,54,0,TK-02,HSD,8.2139,2580.463,21.27,829.98,834.45,0.99464,2566.631,2141.736,0.5,4.786,1516.91
2026-02-24 06:00:00,54,0,TK-03,HSD,7.8236,1990.863,21.55,827.93,832.61,0.994376,1979.667,1648.292,1.2,4.176,1073.35
2026-02-24 06:00:00,54,0,TK-04,HSD,8.2966,2606.452,21.92,827.23,832.18,0.99405,2590.944,2156.134,1.3,4.703,1492.11
2026-02-24 06:00:00,54,0,TK-05,HSD,8.2335,3129.814,21.09,826.91,831.26,0.994756,3113.401,2588.06,1.4,5.267,2018.77
2026-02-24 14:00:00,54,1,TK-01,HSD,8.3279,2616.275,27.53,823.78,832.76,0.989226,2588.087,2155.245,0.9,4.672,1495.12
2026-02-24 14:00:00,54,1,TK-02,HSD,8.0783,2537.872,27.74,824.42,833.53,0.989061,2510.11,2092.263,1.3,4.922,1575.05
2026-02-24 14:00:00,54,1,TK-03,HSD,7.6896,1956.761,27.96,823.5,832.78,0.988855,1934.952,1611.386,1.3,4.31,1118.2
2026-02-24 14:00:00,54,1,TK-04,HSD,8.1564,2562.393,27.79,822.02,831.19,0.98896,2534.105,2106.33,0.8,4.844,1550.8
2026-02-24 14:00:00,54,1,TK-05,HSD,8.7748,3335.593,27.99,822.43,831.75,0.988796,3298.221,2743.305,1.5,4.725,1833.55
2026-02-24 22:00:00,54,2,TK-01,HSD,8.1689,2566.327,23.04,826.33,832.09,0.993082,2548.574,2120.641,1.3,4.831,1535.55
2026-02-24 22:00:00,54,2,TK-02,HSD,8.4499,2654.609,23.5,827.41,833.49,0.992708,2635.253,2196.444,1.5,4.55,1448.8
2026-02-24 22:00:00,54,2,TK-03,HSD,7.5372,1917.978,23.28,826.76,832.68,0.992884,1904.329,1585.705,1.0,4.463,1148.42
2026-02-24 22:00:00,54,2,TK-04,HSD,7.9998,2513.218,23.27,825.62,831.55,0.992872,2495.305,2074.968,1.3,5.0,1590.36
2026-02-24 22:00:00,54,2,TK-05,HSD,8.5992,3268.834,23.09,825.56,831.36,0.993022,3246.025,2698.614,1.3,4.901,1885.06
2026-02-25 06:00:00,55,0,TK-01,HSD,8.0374,2525.017,21.23,827.58,832.04,0.994637,2511.476,2089.647,1.0,4.963,1571.97
2026-02-25 06:00:00,55,0,TK-02,HSD,8.3132,2611.681,21.31,830.43,834.92,0.994612,2597.61,2168.806,0.9,4.687,1486.46
2026-02-25 06:00:00,55,0,TK-03,HSD,7.4239,1889.145,20.86,828.95,833.14,0.994971,1879.644,1566.007,0.7,4.576,1175.65
2026-02-25 06:00:00,55,0,TK-04,HSD,8.6524,2718.236,21.07,827.2,831.55,0.994771,2704.024,2248.523,0.8,4.348,1381.24
2026-02-25 06:00:00,55,0,TK-05,HSD,8.4666,3218.415,21.08,828.47,832.81,0.994781,3201.616,2666.345,1.6,5.033,1931.46
2026-02-25 14:00:00,55,1,TK-01,HSD,7.9341,2492.582,28.48,821.73,831.41,0.988367,2463.587,2048.24,1.1,5.066,1623.19
2026-02-25 14:00:00,55,1,TK-02,HSD,8.1936,2574.111,28.65,823.15,832.93,0.988265,2543.904,2118.889,1.4,4.806,1539.41
2026-02-25 14:00:00,55,1,TK-03,HSD,8.2272,2093.564,28.52,822.73,832.42,0.988362,2069.2,1722.434,1.2,3.773,983.94
2026-02-25 14:00:00,55,1,TK-04,HSD,8.528,2679.154,28.64,821.34,831.13,0.98822,2647.594,2200.483,1.3,4.472,1436.34
2026-02-25 14:00:00,55,1,TK-05,HSD,8.3421,3171.092,28.47,822.88,832.53,0.98841,3134.338,2609.439,0.7,5.158,1996.7
2026-02-25 22:00:00,55,2,TK-01,HSD,8.3883,2635.259,22.9,827.12,832.77,0.993215,2617.378,2179.666,1.4,4.612,1468.47
2026-02-25 22:00:00,55,2,TK-02,HSD,8.0417,2526.388,22.4,829.01,834.3,0.993666,2510.385,2094.405,1.1,4.958,1574.16
2026-02-25 22:00:00,55,2,TK-03,HSD,8.0752,2054.894,22.05,828.81,833.84,0.993964,2042.491,1703.12,0.7,3.925,1012.2
2026-02-25 22:00:00,55,2,TK-04,HSD,8.3701,2629.537,22.48,826.02,831.38,0.993552,2612.581,2172.053,1.0,4.63,1472.49
2026-02-25 22:00:00,55,2,TK-05,HSD,8.1838,3110.927,22.53,826.76,832.15,0.99352,3090.767,2571.994,1.3,5.316,2039.51
2026-02-26 06:00:00,56,0,TK-01,HSD,8.2196,2582.266,22.29,827.21,832.42,0.993731,2566.078,2136.066,1.1,4.78,1517.44
2026-02-26 06:00:00,56,0,TK-02,HSD,7.8931,2479.7,22.13,829.37,834.46,0.993901,2464.576,2056.596,1.5,5.107,1621.15
2026-02-26 06:00:00,56,0,TK-03,HSD,7.9236,2016.307,22.6,826.85,832.29,0.993465,2003.13,1667.19,0.9,4.076,1050.42
2026-02-26 06:00:00,56,0,TK-04,HSD,8.202,2576.735,22.0,826.17,831.19,0.993962,2561.177,2128.833,1.3,4.798,1521.39
2026-02-26 06:00:00,56,0,TK-05,HSD,8.656,3290.432,21.87,827.33,832.25,0.994095,3271.004,2722.288,1.0,4.844,1859.26
2026-02-26 14:00:00,56,1,TK-01,HSD,8.094,2542.812,27.36,824.44,833.28,0.989386,2515.822,2096.39,1.4,4.906,1568.37
2026-02-26 14:00:00,56,1,TK-02,HSD,8.6866,2728.968,27.33,824.64,833.46,0.989418,2700.091,2250.407,1.2,4.313,1383.85
2026-02-26 14:00:00,56,1,TK-03,HSD,7.7974,1984.202,27.62,824.26,833.29,0.989159,1962.69,1635.49,1.3,4.203,1090.17
2026-02-26 14:00:00,56,1,TK-04,HSD,8.0866,2540.49,27.48,822.19,831.14,0.989228,2513.122,2088.769,1.2,4.913,1572.24
2026-02-26 14:00:00,56,1,TK-05,HSD,8.5276,3241.611,27.35,823.43,832.28,0.989366,3207.139,2669.231,2.0,4.972,1924.19
2026-02-26 22:00:00,56,2,TK-01,HSD,7.9632,2501.72,23.53,825.7,831.81,0.992659,2483.353,2065.669,1.1,5.037,1601.5
2026-02-26 22:00:00,56,2,TK-02,HSD,8.5453,2684.589,23.35,828.52,834.48,0.992854,2665.405,2224.23,1.0,4.455,1419.4
2026-02-26 22:00:00,56,2,TK-03,HSD,7.6754,1953.152,23.93,826.11,832.5,0.992325,1938.161,1613.515,1.2,4.325,1116.02
2026-02-26 22:00:00,56,2,TK-04,HSD,8.4694,2660.751,23.8,825.64,831.94,0.99242,2640.583,2196.819,1.3,4.531,1444.77
2026-02-26 22:00:00,56,2,TK-05,HSD,8.3923,3190.203,24.09,826.24,832.75,0.992192,3165.295,2635.889,1.3,5.108,1966.43
2026-02-27 06:00:00,57,0,TK-01,HSD,8.5811,2695.839,21.26,827.12,831.6,0.994614,2681.318,2229.786,0.4,4.419,1402.68
2026-02-27 06:00:00,57,0,TK-02,HSD,8.3742,2630.839,21.19,829.72,834.14,0.994702,2616.899,2182.873,1.4,4.626,1466.49
2026-02-27 06:00:00,57,0,TK-03,HSD,7.5282,1915.705,21.67,828.54,833.31,0.994282,1904.752,1587.242,0.9,4.472,1150.26
2026-02-27 06:00:00,57,0,TK-04,HSD,8.2972,2606.646,21.32,827.08,831.61,0.994561,2592.469,2155.912,1.3,4.703,1491.41
2026-02-27 06:00:00,57,0,TK-05,HSD,8.2233,3125.947,21.84,827.39,832.28,0.994116,3107.555,2586.362,1.1,5.277,2022.37
2026-02-27 14:00:00,57,1,TK-01,HSD,8.4634,2658.867,27.47,823.03,831.96,0.989258,2630.305,2188.322,1.4,4.537,1452.99
2026-02-27 14:00:00,57,1,TK-02,HSD,8.2667,2597.065,27.5,825.14,834.08,0.989282,2569.23,2142.943,1.4,4.733,1515.61
2026-02-27 14:00:00,57,1,TK-03,HSD,7.4146,1886.793,27.56,823.91,832.9,0.989201,1866.417,1554.544,1.4,4.585,1185.98
2026-02-27 14:00:00,57,1,TK-04,HSD,8.1892,2572.71,27.65,822.59,831.65,0.989095,2544.654,2116.274,1.2,4.811,1540.06
2026-02-27 14:00:00,57,1,TK-05,HSD,8.8883,3378.724,27.57,823.45,832.45,0.989184,3342.18,2782.201,1.0,4.612,1791.58
2026-02-27 22:00:00,57,2,TK-01,HSD,8.3261,2615.736,22.22,827.79,832.95,0.993802,2599.523,2165.276,1.1,4.674,1483.43
2026-02-27 22:00:00,57,2,TK-02,HSD,8.1356,2555.889,23.11,827.72,833.51,0.993045,2538.112,2115.553,1.6,4.864,1545.32
2026-02-27 22:00:00,57,2,TK-03,HSD,8.0249,2042.089,22.29,828.21,833.42,0.993752,2029.33,1691.279,1.1,3.975,1024.99
2026-02-27 22:00:00,57,2,TK-04,HSD,8.0567,2531.097,22.6,826.6,832.04,0.993461,2514.546,2092.203,0.7,4.943,1569.48
2026-02-27 22:00:00,57,2,TK-05,HSD,8.7428,3323.443,22.82,826.73,832.32,0.993277,3301.1,2747.579,1.4,4.757,1830.22
2026-02-28 06:00:00,58,0,TK-01,HSD,8.1822,2570.526,21.59,827.59,832.31,0.994338,2555.972,2127.351,0.8,4.818,1527.74
2026-02-28 06:00:00,58,0,TK-02,HSD,7.9896,2510.021,21.54,828.88,833.55,0.994393,2495.947,2080.494,1.3,5.01,1588.57
2026-02-28 06:00:00,58,0,TK-03,HSD,7.8775,2004.571,21.34,827.98,832.51,0.994554,1993.654,1659.743,1.0,4.123,1059.55
